CIK,Name,Filing Date,Filing Year,Total asset check,Account receivable,Accumulated depreciation and amortization,Cash and cash equivalents,Cash and securities segregated for benefit of customers,Deferred tax asset,Deposits with clearing organizations,Due from customer and counterparties,Due from employees,Due from parent and affiliates,Exchange memberships,"Financial instruments owned, at fair value",Fixed assets,"Goodwill, net amortization",Other assets,Other receivables,Prepaid expenses and other assets,"Property, plant and equipment",Receivable from broker-dealers,Receivables from customers and counterparties,Reverse Repurchase Agreements (reverse-repo),Securities received as collateral,Total assets,U.S. government and government agency
356628,NATIONAL FINANCIAL SERVICES LLC ,2007-03-01,2006,Total asset not found,,,943054000.0,,,,,,,,,,,192764000.0,,,,,10369481000.0,,,,
356628,NATIONAL FINANCIAL SERVICES LLC ,2008-02-29,2007,Total asset found & no match,,48743000.0,9983166000.0,,,,,,,,,,,4121486000.0,,,,895399000.0,11622867000.0,,1762498000.0,28537176000.0,
356628,NATIONAL FINANCIAL SERVICES LLC ,2009-03-02,2008,Total asset found & match,,,16974754000.0,,,,,,,,,,,3773152000.0,,,61091000.0,858598000.0,6370214000.0,,2997812000.0,31035621000.0,
356628,NATIONAL FINANCIAL SERVICES LLC ,2010-06-11,2009,Total asset found & match,,,18233775000.0,,,,,,,,,,,5313473000.0,,,94927000.0,750856000.0,7730227000.0,,2183539000.0,34306797000.0,
356628,NATIONAL FINANCIAL SERVICES LLC ,2011-03-02,2010,Total asset found & match,,49252000.0,25251242000.0,,,,,,,,,,,6698611000.0,,,,1059313000.0,9191074000.0,,1366161000.0,43615653000.0,
356628,NATIONAL FINANCIAL SERVICES LLC ,2012-02-27,2011,Total asset found & match,,,35345000000.0,,,,,909000000.0,,,,,,7759000000.0,,,,,9365000000.0,,1570000000.0,54948000000.0,
356628,NATIONAL FINANCIAL SERVICES LLC ,2013-02-25,2012,Total asset found & match,,,46339000000.0,,,,,816000000.0,,,,,,7998000000.0,,,,,11091000000.0,,2454000000.0,68698000000.0,
356628,NATIONAL FINANCIAL SERVICES LLC ,2014-02-21,2013,Total asset found & match,,,53379000000.0,,,,,697000000.0,,,,,,8254000000.0,,,,,13163000000.0,,1694000000.0,77187000000.0,
356628,NATIONAL FINANCIAL SERVICES LLC ,2015-02-26,2014,Total asset found & match,,,61127000000.0,,,,,1117000000.0,,,,,,7826000000.0,,,,,15103000000.0,,1746000000.0,86919000000.0,
356628,NATIONAL FINANCIAL SERVICES LLC ,2016-02-24,2015,Total asset found & match,,,65997000000.0,,,,,1081000000.0,,,,,,9533000000.0,,,,,15910000000.0,,1565000000.0,94086000000.0,
356628,NATIONAL FINANCIAL SERVICES LLC ,2017-02-24,2016,Total asset found & match,,,63145000000.0,,,,,954000000.0,,,,,,10961000000.0,,,,,16492000000.0,,2107000000.0,93659000000.0,
356628,NATIONAL FINANCIAL SERVICES LLC ,2019-02-25,2018,Total asset found & match,,,40118000000.0,,,,,1590000000.0,,,,,,7857000000.0,,,,,21645000000.0,,2001000000.0,73211000000.0,
356628,NATIONAL FINANCIAL SERVICES LLC ,2021-02-25,2020,Total asset found & match,,,1756000000.0,,,,,1637000000.0,,,41947000000.0,,,11768000000.0,,,,,30500000000.0,,1829000000.0,89437000000.0,
42352,GOLDMAN SACHS & CO. LLC ,2002-01-30,2001,Total asset not found,,,24258610000.0,,,,,,,,31630471000.0,,,101799582000.0,,,,4408164000.0,13165513000.0,14713728000.0,,,
42352,GOLDMAN SACHS & CO. LLC ,2003-01-28,2002,Total asset not found,,,19384642000.0,,,,,,,,40528247000.0,,,107444879000.0,,,,3964833000.0,10265518000.0,32394689000.0,,,
42352,GOLDMAN SACHS & CO. LLC ,2004-01-27,2003,Total asset not found,,,26573659000.0,,,,,,,,53321469000.0,,,153321826000.0,,,,7976880000.0,10289117000.0,16264354000.0,,,
42352,GOLDMAN SACHS & CO. LLC ,2005-01-25,2004,Total asset found & match,,,34330737000.0,,,,,,,,65452780000.0,,,197113380000.0,,,,8974752000.0,12342912000.0,30376416000.0,,348590977000.0,
42352,GOLDMAN SACHS & CO. LLC ,2006-01-24,2005,Total asset found & match,,,43053739000.0,,,,,,,,106354891000.0,,,249286241000.0,,,,9648246000.0,14642116000.0,52886906000.0,,475872139000.0,
42352,GOLDMAN SACHS & CO. LLC ,2007-01-23,2006,Total asset found & match,,,2008168000.0,53236610000.0,,,,,,,105900570000.0,,,265987826000.0,,,,9551828000.0,16139054000.0,56426680000.0,,509250736000.0,
42352,GOLDMAN SACHS & CO. LLC ,2008-01-29,2007,Total asset found & match,,,3815314000.0,85274770000.0,,,,,,,444715435000.0,,,5483735000.0,,,,20402378000.0,22739706000.0,50427432000.0,,632858770000.0,
42352,GOLDMAN SACHS & CO. LLC ,2010-03-01,2009,Total asset found & match,,,3273000000.0,11459000000.0,,,,,,,345234000000.0,,,4894000000.0,,,,8193000000.0,20203000000.0,70499000000.0,,463755000000.0,
42352,GOLDMAN SACHS & CO. LLC ,2011-03-01,2010,Total asset found & no match,,,4507000000.0,32780000000.0,,,,,,,471532000000.0,,,4639000000.0,,,,9356000000.0,21582000000.0,122926000000.0,,527001000000.0,
42352,GOLDMAN SACHS & CO. LLC ,2012-02-29,2011,Total asset found & match,,,6452000000.0,40825000000.0,,,,,,,315671000000.0,,,4110000000.0,,,,7542000000.0,18216000000.0,111878000000.0,,504694000000.0,
42352,GOLDMAN SACHS & CO. LLC ,2013-03-01,2012,Total asset found & match,,,6085000000.0,31478000000.0,,,,,,,332787000000.0,,,2412000000.0,,,,7588000000.0,20541000000.0,100204000000.0,,501095000000.0,
42352,GOLDMAN SACHS & CO. LLC ,2014-07-31,2013,Total asset found & match,,,3118000000.0,31470000000.0,,,,,,,354904000000.0,,,2883000000.0,,,,7359000000.0,24675000000.0,100107000000.0,,524526000000.0,
42352,GOLDMAN SACHS & CO. LLC ,2015-03-10,2014,Total asset found & no match,,,5191000000.0,33775000000.0,,,,,,,318496000000.0,,,2933000000.0,,,,11922000000.0,24726000000.0,33000000.0,,477076000000.0,
42352,GOLDMAN SACHS & CO. LLC ,2016-02-23,2015,Total asset found & match,,,3977000000.0,40973000000.0,,,,,,,292008000000.0,,,2603000000.0,,,,10383000000.0,15514000000.0,89293000000.0,,454751000000.0,
42352,GOLDMAN SACHS & CO. LLC ,2017-03-01,2016,Total asset found & match,,,7847000000.0,,,,,,,,256246000000.0,,,2899000000.0,,,,7337000000.0,19600000000.0,130720000000.0,,424849000000.0,
42352,GOLDMAN SACHS & CO. LLC ,2018-02-27,2017,Total asset found & match,,,8867000000.0,,,,,,,,263396000000.0,,,2044000000.0,,,,12460000000.0,24261000000.0,142899000000.0,,453927000000.0,
42352,GOLDMAN SACHS & CO. LLC ,2019-03-01,2018,Total asset found & match,,,14228000000.0,,,,,,,,264924000000.0,,,2268000000.0,,,,6769000000.0,18704000000.0,109772000000.0,,416665000000.0,
42352,GOLDMAN SACHS & CO. LLC ,2021-02-25,2020,Total asset found & match,,,6770000000.0,,,,,,,,343293000000.0,,,3141000000.0,,,,18249000000.0,62121000000.0,74073000000.0,,507647000000.0,
58056,DEUTSCHE BANK SECURITIES INC. ,2002-03-01,2001,Total asset not found,,,2260862000.0,,,,,,,,4057453000.0,,1914245000.0,46998347000.0,,,707411000.0,5942282000.0,3391662000.0,51307535000.0,11017454000.0,,11949845000.0
58056,DEUTSCHE BANK SECURITIES INC. ,2003-03-03,2002,Total asset not found,,,2372261000.0,,,,,,,,3928217000.0,,,58461694000.0,,,763034000.0,4841367000.0,2502558000.0,47583030000.0,2618399000.0,,26999260000.0
58056,DEUTSCHE BANK SECURITIES INC. ,2004-02-27,2003,Total asset not found,,,392885000.0,,,,,,,,3371911000.0,,,91998781000.0,,,825455000.0,10275917000.0,5564333000.0,49457744000.0,4813062000.0,,42015966000.0
58056,DEUTSCHE BANK SECURITIES INC. ,2004-03-26,2003,Total asset not found,,,392885000.0,,,,,,,,3371911000.0,,,91998781000.0,,,825455000.0,10275917000.0,5564333000.0,49457744000.0,4813062000.0,,42015966000.0
58056,DEUTSCHE BANK SECURITIES INC. ,2005-02-25,2004,Total asset found & match,,,4227517000.0,,,,,,,,2956788000.0,,,96866655000.0,,,818661000.0,23080097000.0,3780020000.0,71777533000.0,5656621000.0,253278304000.0,44114412000.0
58056,DEUTSCHE BANK SECURITIES INC. ,2006-03-24,2005,Total asset found & match,,,1275345000.0,11451359000.0,,,,,,,3332514000.0,,,143323336000.0,1194284000.0,,781802000.0,4671476000.0,2218573000.0,53342378000.0,,264444724000.0,42853647000.0
58056,DEUTSCHE BANK SECURITIES INC. ,2007-03-01,2006,Total asset found & match,,,1597952000.0,7870687000.0,,,,,,,103145058000.0,,,133655089000.0,,,741731000.0,7033249000.0,2758524000.0,61068432000.0,,317870722000.0,
58056,DEUTSCHE BANK SECURITIES INC. ,2008-02-29,2007,Total asset found & match,,,801082000.0,8250562000.0,,,,,,,185612574000.0,,,182192362000.0,,,709776000.0,9435937000.0,2366990000.0,130411347000.0,,519780630000.0,
58056,DEUTSCHE BANK SECURITIES INC. ,2009-03-16,2008,Total asset found & match,,,595833000.0,7768328000.0,,,,,,,162366894000.0,,,13918503000.0,,,675483000.0,8168655000.0,1254740000.0,49664842000.0,,244413278000.0,
58056,DEUTSCHE BANK SECURITIES INC. ,2010-06-04,2009,Total asset found & match,,,484117000.0,8477617000.0,,,,,,,162100011000.0,,,14161797000.0,,,647302000.0,12164347000.0,1608926000.0,50048949000.0,,249693066000.0,
58056,DEUTSCHE BANK SECURITIES INC. ,2012-02-29,2011,Total asset found & no match,,,801145000.0,9298972000.0,,,,,,,127795894000.0,,,24627876000.0,,,619357000.0,2541200000.0,1844585000.0,72758150000.0,,244079398000.0,
58056,DEUTSCHE BANK SECURITIES INC. ,2013-03-01,2012,Total asset found & match,,,1396000000.0,10170000000.0,,,,,,,125716000000.0,,,23016000000.0,,,623000000.0,2132000000.0,988000000.0,71730000000.0,4275000000.0,240046000000.0,
58056,DEUTSCHE BANK SECURITIES INC. ,2014-03-04,2013,Total asset found & match,,,1219000000.0,11725000000.0,,,,,,,128329000000.0,,,19677000000.0,,,595000000.0,2256000000.0,1638000000.0,51173000000.0,10839000000.0,227451000000.0,
58056,DEUTSCHE BANK SECURITIES INC. ,2015-03-02,2014,Total asset found & match,,,816000000.0,7931000000.0,,,,,,,95451000000.0,,,18674000000.0,,,562000000.0,4730000000.0,1558000000.0,39649000000.0,4267000000.0,173638000000.0,
58056,DEUTSCHE BANK SECURITIES INC. ,2016-02-29,2015,Total asset found & match,,,1098000000.0,8210000000.0,,,,,,,96212000000.0,,,15094000000.0,,,545000000.0,3811000000.0,1371000000.0,31769000000.0,2215000000.0,160325000000.0,
58056,DEUTSCHE BANK SECURITIES INC. ,2017-03-03,2016,Total asset found & match,,,1117000000.0,5158000000.0,,,,,,,75486000000.0,,,1567000000.0,,,517000000.0,2148000000.0,1904000000.0,46536000000.0,1650000000.0,136083000000.0,
58056,DEUTSCHE BANK SECURITIES INC. ,2018-03-12,2017,Total asset found & match,,,1060000000.0,3402000000.0,,,,,,,22256000000.0,,,42314000000.0,,,499000000.0,1790000000.0,3202000000.0,30465000000.0,3103000000.0,108091000000.0,
58056,DEUTSCHE BANK SECURITIES INC. ,2019-03-01,2018,Total asset found & match,,,1196000000.0,,,,,,,,22430000000.0,,,1525000000.0,,,478000000.0,2897000000.0,1013000000.0,61407000000.0,,90946000000.0,
58056,DEUTSCHE BANK SECURITIES INC. ,2019-09-30,2018,Total asset found & match,,,1196000000.0,,,,,,,,22430000000.0,,,1525000000.0,,,478000000.0,2897000000.0,1013000000.0,61407000000.0,,90946000000.0,
58056,DEUTSCHE BANK SECURITIES INC. ,2020-03-02,2019,Total asset found & match,,,2051000000.0,,,,,,,,20058000000.0,,,1847000000.0,,,,1519000000.0,255000000.0,54341000000.0,,80071000000.0,
58056,DEUTSCHE BANK SECURITIES INC. ,2021-03-01,2020,Total asset found & match,,,1717000000.0,,,,,,,,18393000000.0,,,1623000000.0,,,,3160000000.0,561000000.0,46676000000.0,,72130000000.0,
68136,MORGAN STANLEY & CO. LLC ,2002-01-29,2001,Total asset found & match,,,39519916000.0,,,,,,,,,,,148435300000.0,,,52812000.0,4369224000.0,12271618000.0,36352091000.0,13098203000.0,267625461000.0,13526297000.0
68136,MORGAN STANLEY & CO. LLC ,2003-01-30,2002,Total asset found & match,,,32117553000.0,,,,,,,,,,,148786898000.0,,,106242000.0,1740681000.0,10163277000.0,48543232000.0,11938059000.0,265334256000.0,11938314000.0
68136,MORGAN STANLEY & CO. LLC ,2004-01-30,2003,Total asset found & match,,,22385307000.0,,,,,,,,,,,170503811000.0,,,90043000.0,5444361000.0,16428683000.0,55777194000.0,27155496000.0,310888679000.0,13103784000.0
68136,MORGAN STANLEY & CO. LLC ,2005-01-31,2004,Total asset found & no match,,,28854250000.0,,,,,,,,,,,231174332000.0,,,101670000.0,10723023000.0,22965544000.0,67497558000.0,37568640000.0,432415148000.0,13530131000.0
68136,MORGAN STANLEY & CO. LLC ,2006-01-30,2005,Total asset found & match,,268970000.0,31928015000.0,,,,,,,,,,,267887443000.0,,,,6715949000.0,40585304000.0,95671387000.0,43312089000.0,501699713000.0,15330556000.0
68136,MORGAN STANLEY & CO. LLC ,2007-01-29,2006,Total asset found & match,,,18006071000.0,,,,,,,,,,,308801157000.0,,,319122000.0,5807883000.0,72678486000.0,93689885000.0,62821183000.0,583404825000.0,21281038000.0
68136,MORGAN STANLEY & CO. LLC ,2008-01-31,2007,Total asset found & match,,672669000.0,45829883000.0,,,,,,,,,,161042000.0,305552667000.0,,,,7356355000.0,73797586000.0,76686208000.0,82082634000.0,604395450000.0,12256406000.0
68136,MORGAN STANLEY & CO. LLC ,2009-01-29,2008,Total asset found & match,,840793000.0,45871321000.0,,,,,,,,,,161042000.0,146887413000.0,,,,6892568000.0,21946935000.0,52217353000.0,5168112000.0,297422286000.0,17436749000.0
68136,MORGAN STANLEY & CO. LLC ,2010-03-02,2009,Total asset found & match,,,8462827000.0,,,,,,,,,,153042000.0,223569472000.0,,,,5391114000.0,15524258000.0,104831507000.0,13537342000.0,413032207000.0,41562645000.0
68136,MORGAN STANLEY & CO. LLC ,2011-03-02,2010,Total asset found & match,,,4740994000.0,,,,,,,,28797800000.0,,153042000.0,164824483000.0,,,1073902000.0,5552237000.0,13573813000.0,90553783000.0,17593677000.0,372537340000.0,45673609000.0
68136,MORGAN STANLEY & CO. LLC ,2012-02-29,2011,Total asset found & match,,,11201905000.0,,,,,,,,14335351000.0,,146742000.0,148915745000.0,,,1249291000.0,3823743000.0,14243009000.0,81906053000.0,12228388000.0,352293126000.0,64242899000.0
68136,MORGAN STANLEY & CO. LLC ,2013-03-01,2012,Total asset found & match,,,10238063000.0,,,,,,,,13881972000.0,,146742000.0,144684186000.0,,,1235895000.0,5239918000.0,15554447000.0,101162772000.0,16214963000.0,369066424000.0,60707466000.0
68136,MORGAN STANLEY & CO. LLC ,2014-03-04,2013,Total asset found & match,11870000000.0,,19044000000.0,,,,,,,,87183000000.0,,145000000.0,140104000000.0,,,1457000000.0,2944000000.0,,83227000000.0,21522000000.0,367496000000.0,
68136,MORGAN STANLEY & CO. LLC ,2015-03-02,2014,Total asset found & match,13114000000.0,,19901000000.0,,,,,,,,75561000000.0,,145000000.0,145292000000.0,,,1603000000.0,2718000000.0,,63320000000.0,23480000000.0,345134000000.0,
68136,MORGAN STANLEY & CO. LLC ,2016-02-29,2015,Total asset found & match,8660000000.0,,13749000000.0,,,,,,,,63494000000.0,,,137837000000.0,,,1363000000.0,3989000000.0,,57557000000.0,14692000000.0,301341000000.0,
68136,MORGAN STANLEY & CO. LLC ,2017-03-01,2016,Total asset found & match,,,19034000000.0,,,,,,,,79747000000.0,,,110194000000.0,,,,4314000000.0,10750000000.0,65299000000.0,18700000000.0,308038000000.0,
68136,MORGAN STANLEY & CO. LLC ,2018-03-01,2017,Total asset found & match,,,14310000000.0,,,,,,,,83726000000.0,,,113795000000.0,,,,10590000000.0,16929000000.0,44776000000.0,21155000000.0,305281000000.0,
68136,MORGAN STANLEY & CO. LLC ,2019-03-01,2018,Total asset found & match,,,13837000000.0,,,,,,,,93832000000.0,,,96871000000.0,,,,7078000000.0,11766000000.0,63981000000.0,16441000000.0,303806000000.0,
68136,MORGAN STANLEY & CO. LLC ,2021-02-26,2020,Total asset found & match,,,16011000000.0,,,,,,,,91449000000.0,,,121925000000.0,,,,5146000000.0,74182000000.0,94213000000.0,6313000000.0,409239000000.0,
72267,"NOMURA SECURITIES INTERNATIONAL, INC. ",2003-05-30,2002,Total asset found & match,,,879361000.0,,,,,,,,,,,21465383000.0,,,25243000.0,499273000.0,182042000.0,26608435000.0,82841000.0,57702809000.0,7960231000.0
72267,"NOMURA SECURITIES INTERNATIONAL, INC. ",2004-05-28,2003,Total asset found & no match,,,1283381000.0,,,,,,,,,,,29277545000.0,,,,398537000.0,36533000.0,25660248000.0,,63951218000.0,7277881000.0
72267,"NOMURA SECURITIES INTERNATIONAL, INC. ",2005-05-31,2004,Total asset found & match,,,547585000.0,,,,,,,,21232922000.0,,,18232654000.0,,,18111000.0,1472994000.0,121270000.0,37075360000.0,31215000.0,78732111000.0,
72267,"NOMURA SECURITIES INTERNATIONAL, INC. ",2006-05-30,2005,Total asset found & match,,,534993000.0,,,,,,,,21313541000.0,,,16420756000.0,,,20039000.0,1329568000.0,9538000.0,34532947000.0,21553000.0,74182935000.0,
72267,"NOMURA SECURITIES INTERNATIONAL, INC. ",2007-05-29,2006,Total asset found & match,,,511036000.0,,,,,,,,15827458000.0,,,27305288000.0,,,15475000.0,277131000.0,24977000.0,43579453000.0,2014000.0,87542832000.0,
72267,"NOMURA SECURITIES INTERNATIONAL, INC. ",2008-05-30,2007,Total asset found & match,,,705248000.0,,,,,,,,12032000.0,,,14147753000.0,,,8385000.0,124596000.0,13006000.0,1108355000.0,147260000.0,16266635000.0,
72267,"NOMURA SECURITIES INTERNATIONAL, INC. ",2009-06-03,2008,Total asset found & match,,,693162000.0,,,,,,,,2150907000.0,,,8045818000.0,6289000.0,,6472000.0,223777000.0,26230000.0,3121845000.0,5292000.0,14279792000.0,
72267,"NOMURA SECURITIES INTERNATIONAL, INC. ",2010-06-01,2009,Total asset found & no match,,,589690000.0,,,,,,,,,,,17474313000.0,,,25822000.0,479228000.0,192042000.0,19052678000.0,29467000.0,68102304000.0,
72267,"NOMURA SECURITIES INTERNATIONAL, INC. ",2012-03-15,2011,Total asset found & match,,,589666000.0,,,,,,,,35596064000.0,,,19991736000.0,,,,4512546000.0,240416000.0,43859480000.0,37854000.0,104827762000.0,
72267,"NOMURA SECURITIES INTERNATIONAL, INC. ",2012-05-30,2011,Total asset found & match,,,2818750000.0,,,,,,,,43233634000.0,,,17383961000.0,,,74550000.0,1779379000.0,405480000.0,48339600000.0,24141000.0,114059495000.0,
72267,"NOMURA SECURITIES INTERNATIONAL, INC. ",2013-05-30,2012,Total asset found & no match,,,2766532000.0,,,,,,,,48358880000.0,,,18745714000.0,,,55096000.0,1995834000.0,330584000.0,149440356000.0,8818000.0,121701814000.0,
72267,"NOMURA SECURITIES INTERNATIONAL, INC. ",2014-05-30,2013,Total asset found & no match,,,1287868000.0,,,,,,,,45948367000.0,,,23242418000.0,,,41649000.0,1728388000.0,414623000.0,54633089000.0,2807000.0,86247000.0,
72267,"NOMURA SECURITIES INTERNATIONAL, INC. ",2015-06-01,2014,Total asset found & match,,8820000.0,4110362000.0,,,,,,,,41291863000.0,,,19784316000.0,,,,1541015000.0,361621000.0,41860499000.0,1841000.0,108960337000.0,
72267,"NOMURA SECURITIES INTERNATIONAL, INC. ",2016-05-31,2015,Total asset found & match,,4965000.0,1564586000.0,,,,,,,,52777320000.0,,,14941081000.0,,,,1965074000.0,301555000.0,46370824000.0,,117925405000.0,
72267,"NOMURA SECURITIES INTERNATIONAL, INC. ",2017-05-30,2016,Total asset found & match,,6421000.0,779306000.0,,,,,,,,57137334000.0,,,20254860000.0,,,,1012754000.0,948810000.0,61370845000.0,,141510330000.0,
72267,"NOMURA SECURITIES INTERNATIONAL, INC. ",2018-05-25,2017,Total asset found & match,,5805000.0,4674543000.0,,,,,,,,53165953000.0,,,18610960000.0,,,,1026565000.0,1845098000.0,61745024000.0,,141073948000.0,
72267,"NOMURA SECURITIES INTERNATIONAL, INC. ",2019-05-28,2018,Total asset found & match,,6503000.0,3614321000.0,,,,,,,,44133419000.0,,,19885995000.0,,,,692754000.0,1744386000.0,56118796000.0,1346129000.0,127542303000.0,
72267,"NOMURA SECURITIES INTERNATIONAL, INC. ",2020-06-01,2019,Total asset found & match,,19986000.0,6285444000.0,,,,,,,,55660124000.0,,,15593039000.0,,,,2675107000.0,2374583000.0,58630559000.0,1234306000.0,142473148000.0,
782124,J.P. MORGAN SECURITIES LLC ,2002-01-29,2001,Total asset found & match,,,9293474000.0,,,,,,,,26884157000.0,,,51549629000.0,,,,2751879000.0,12373732000.0,34764794000.0,3037956000.0,140655621000.0,
782124,J.P. MORGAN SECURITIES LLC ,2003-01-30,2002,Total asset found & match,,,11771635000.0,,,,,,,,,,,53248182000.0,,,,1440752000.0,14255848000.0,36738953000.0,33104459000.0,150559829000.0,
782124,J.P. MORGAN SECURITIES LLC ,2004-01-30,2003,Total asset found & match,,,10975740000.0,,,,,,,,,,,73616282000.0,,,,2171798000.0,14864846000.0,29054231000.0,33918346000.0,164601243000.0,
782124,J.P. MORGAN SECURITIES LLC ,2004-05-07,2003,Total asset found & match,,-526789000.0,23055242000.0,,,,1257153000.0,,,,232559000.0,,,,,956284000.0,634392000.0,64237000.0,,,,25673078000.0,
782124,J.P. MORGAN SECURITIES LLC ,2005-01-31,2004,Total asset found & match,,,6497981000.0,,,,,,,,,,,71127232000.0,,,,2869373000.0,26288971000.0,41150845000.0,45499066000.0,193433468000.0,
782124,J.P. MORGAN SECURITIES LLC ,2006-01-30,2005,Total asset found & match,,,5887053000.0,,,,,,,,1045130000.0,,,64404847000.0,,,,3475125000.0,26708525000.0,34610896000.0,55675003000.0,191806579000.0,
782124,J.P. MORGAN SECURITIES LLC ,2007-01-29,2006,Total asset found & match,,,8836439000.0,,,,,,,,58802118000.0,,,87001914000.0,,,,6492994000.0,23659358000.0,32039670000.0,19358226000.0,236190719000.0,
782124,J.P. MORGAN SECURITIES LLC ,2008-01-31,2007,Total asset found & match,,,12374765000.0,,,,,,,,66828405000.0,,,88391707000.0,,,,11349034000.0,36062818000.0,27815064000.0,15303311000.0,258125104000.0,
782124,J.P. MORGAN SECURITIES LLC ,2009-03-02,2008,Total asset found & match,,,15327679000.0,,,,,,,,103599473000.0,61166000.0,1250601000.0,99879688000.0,1320289000.0,,,5804126000.0,15627757000.0,149369654000.0,7304324000.0,399544757000.0,
782124,J.P. MORGAN SECURITIES LLC ,2010-03-01,2009,Total asset found & match,,,2796000000.0,,,,,,,,89090000000.0,158000000.0,1338000000.0,85862000000.0,553000000.0,,,4425000000.0,20685000000.0,116531000000.0,7767000000.0,329205000000.0,
782124,J.P. MORGAN SECURITIES LLC ,2011-03-02,2010,Total asset found & match,,,2138000000.0,,,,,,,,103830000000.0,102000000.0,1335000000.0,80849000000.0,,,,5712000000.0,32723000000.0,129951000000.0,5379000000.0,362019000000.0,
782124,J.P. MORGAN SECURITIES LLC ,2012-02-29,2011,Total asset found & match,,,30597000000.0,,,,,,,,94866000000.0,76000000.0,1328000000.0,89879000000.0,,,,5525000000.0,17593000000.0,126666000000.0,4764000000.0,371293000000.0,
782124,J.P. MORGAN SECURITIES LLC ,2013-03-01,2012,Total asset found & match,,,13959000000.0,,,,,,,,107313000000.0,67000000.0,1360000000.0,80717000000.0,,,,6281000000.0,23785000000.0,211878000000.0,6052000000.0,451412000000.0,
782124,J.P. MORGAN SECURITIES LLC ,2014-03-05,2013,Total asset found & match,,,8710000000.0,,,,,,,,99016000000.0,,1360000000.0,91911000000.0,,,,15977000000.0,27365000000.0,122695000000.0,5285000000.0,372319000000.0,
782124,J.P. MORGAN SECURITIES LLC ,2015-02-27,2014,Total asset found & match,,,18965000000.0,,,,,,,,116691000000.0,,1356000000.0,96519000000.0,,,,15582000000.0,30316000000.0,114583000000.0,3349000000.0,397361000000.0,
782124,J.P. MORGAN SECURITIES LLC ,2016-02-29,2015,Total asset found & match,,,27794000000.0,,,,,,,,95470000000.0,,1356000000.0,81176000000.0,,,,16446000000.0,14283000000.0,129159000000.0,3996000000.0,369680000000.0,
782124,J.P. MORGAN SECURITIES LLC ,2017-03-01,2016,Total asset found & match,,,27793000000.0,,,,,,,,115743000000.0,,1356000000.0,75234000000.0,,,,17689000000.0,16419000000.0,117276000000.0,7845000000.0,379355000000.0,
782124,J.P. MORGAN SECURITIES LLC ,2018-02-27,2017,Total asset found & match,,,9096000000.0,,,,,,,,123028000000.0,,1356000000.0,78962000000.0,,,,13727000000.0,23838000000.0,92952000000.0,8211000000.0,351170000000.0,
782124,J.P. MORGAN SECURITIES LLC ,2018-02-28,2017,Total asset found & match,,,9096000000.0,,,,,,,,123028000000.0,,1356000000.0,78962000000.0,,,,13727000000.0,23838000000.0,92952000000.0,8211000000.0,351170000000.0,
782124,J.P. MORGAN SECURITIES LLC ,2019-02-28,2018,Total asset found & match,,,8835000000.0,,,,,,,,143468000000.0,,1356000000.0,79856000000.0,,,,15734000000.0,29248000000.0,179143000000.0,2625000000.0,460265000000.0,
782124,J.P. MORGAN SECURITIES LLC ,2020-04-01,2019,Total asset found & match,,,9594000000.0,,,,,,,,144633000000.0,,1356000000.0,109626000000.0,,,,14650000000.0,31474000000.0,176418000000.0,3194000000.0,490945000000.0,
782124,J.P. MORGAN SECURITIES LLC ,2021-03-01,2020,Total asset found & match,,,11130000000.0,,,,,,,,325769000000.0,,1356000000.0,3107000000.0,,,,28026000000.0,36557000000.0,200824000000.0,3013000000.0,609782000000.0,
803012,TD SECURITIES (USA) LLC ,2002-12-31,2001,Total asset not found,,,13974000.0,,22161000.0,,,,,,2476180000.0,3904000.0,,528149000.0,15634000.0,,,305258000.0,10691000.0,1172181000.0,,,
803012,TD SECURITIES (USA) LLC ,2003-12-31,2002,Total asset found & match,,,13683000.0,,28111000.0,,,,,,2568269000.0,3455000.0,,1155233000.0,2974000.0,,,548580000.0,4854000.0,1858831000.0,,6183990000.0,
803012,TD SECURITIES (USA) LLC ,2005-01-03,2004,Total asset not found,,,31042000.0,,,,,,,,5564862000.0,2435000.0,,523215000.0,17366000.0,,,6664000.0,,1968635000.0,,,
803012,TD SECURITIES (USA) LLC ,2006-01-03,2005,Total asset not found,,,18349000.0,,,,,,,,4392330000.0,2305000.0,,1553474000.0,36184000.0,,,126549000.0,45144000.0,2951064000.0,,,
803012,TD SECURITIES (USA) LLC ,2007-01-29,2006,Total asset not found,,,39140000.0,,19997000.0,,,,,,8001115000.0,17353000.0,,1635930000.0,33322000.0,,,90014000.0,577000.0,1669158000.0,,,
803012,TD SECURITIES (USA) LLC ,2007-12-28,2006,Total asset not found,,,54726000.0,,22043000.0,,,,,,6069258000.0,13782000.0,,1536856000.0,31531000.0,,,89454000.0,,2230881000.0,,,
803012,TD SECURITIES (USA) LLC ,2008-12-30,2007,Total asset not found,,,40830000.0,,30626000.0,,,,,,572046000.0,13331000.0,,1814365000.0,66824000.0,,,452980000.0,,4527787000.0,,,
803012,TD SECURITIES (USA) LLC ,2009-12-29,2008,Total asset not found,,,73479000.0,,28221000.0,,,,,,4990106000.0,13396000.0,,2218678000.0,54565000.0,,,68765000.0,,3986820000.0,,,
803012,TD SECURITIES (USA) LLC ,2010-12-27,2009,Total asset not found,,,71158000.0,,34732000.0,,,,,,8580470000.0,16491000.0,,4997899000.0,91313000.0,,,240329000.0,,8990867000.0,,,
