,CIK NUMBER,COMPANY NAME,REPORTING FILE NUMBER,ADDRESS1,ADDRESS2,CITY,STATE CODE,ZIP CODE
1994,1264173,"AOS, INC.",866163,"311 S. WACKER DR., STE 650", ,CHICAGO,IL,60606
1995,1264642,"CHICKASAW SECURITIES, LLC",866173,"6075 POPLAR AVENUE, SUITE 720", ,MEMPHIS,TN,38119
1996,1265072,"OCM INVESTMENTS, LLC",866176,333 SOUTH GRAND AVENUE (28TH FLOOR), ,LOS ANGELES,CA,90071
1997,1265074,"GENESIS CAPITAL, LLC",866178,"3414 PEACHTREE ROAD, NE",SUITE 700,ATLANTA,GA,30326
1998,1265076,"PGP CAPITAL ADVISORS, LLC",866180,900 W. OLYMPIC BLVD.,SUITE 28C,LOS ANGELES,CA,90015
1999,1265761,"EDGEWATER CAPITAL, LLC",866184,6 HUTTON CENTRE DRIVE,#860,SANTA ANA,CA,92707
2000,1265905,GWN SECURITIES INC.,866185,11440 NORTH JOG ROAD, ,PALM BEACH GARDENS,FL,33418-3764
2001,1266268,WESCOM FINANCIAL SERVICES LLC,866189,5601 E. LA PALMA AVE, ,ANAHEIM,CA,92807
2002,1266404,"SKYWORKS SECURITIES, LLC",866190,283 GREENWICH AVENUE,4TH FLOOR,GREENWICH,CT,06830
2003,1266732,PNC INVESTMENTS LLC,866195,1900 E. 9TH STREET,24TH FLOOR,CLEVELAND,OH,44114
2004,1266875,ENVERRA CAPITAL LLC,866198,2101 L STREET NW,SUITE 800,WASHINGTON,DC,20037
2005,1266878,LAZARD ASSET MANAGEMENT SECURITIES LLC,866201,"30 ROCKEFELLER PLAZA, 56TH FLOOR", ,NEW YORK,NY,10112
2006,1267335,"ASCENDIANT SECURITIES, LLC",866203,"18881 VON KARMAN, SUITE 1630", ,IRVINE,CA,92612
2007,1267668,"FMI CAPITAL ADVISORS, INC.",866206,"210 UNIVERSITY BLVD., SUITE 800", ,DENVER,CO,80206
2008,1267806,"WALTER GREENBLATT & ASSOCIATES, LLC",866211,327 ST. MARKS AVENUE, ,BROOKLYN,NY,11238
2009,1267937,"LCG Capital Advisors, LLC",866213,201 EAST KENNEDY BLVD,SUITE 325,TAMPA,FL,33602
2010,1268083,APPLE LANE GROUP LLC,866216,2393 MAIN STREET, ,LANCASTER,MA,01523
2011,1268210,"BARNETT & PARTNERS ADVISORS, LLC",866217,757 THIRD AVENUE,26TH FLOOR,NEW YORK,NY,10017
2012,1268211,FTP SECURITIES LLC,866218,1 FRONT STREET,31ST FLOOR,SAN FRANCISCO,CA,94111
2013,1268438,"PALLADIUM CAPITAL GROUP, LLC",866223,333 TAMIAMI TRAIL,SUITE 291,VENICE,FL,34285
2014,1268841,"ALTERNATIVE ACCESS CAPITAL, LLC",866226,700 LARKSPUR LANDING CIR,SUITE 245,LARKSPUR,CA,94939
2015,1269475,"CHAMPLAIN ADVISORS, LLC",866233,P.O. BOX 542,SUITE 300,DORADO,PR,00646-0542
2016,1269990,"P & M CORPORATE FINANCE, LLC",866239,TWO TOWNE SQUARE,SUITE 425,SOUTHFIELD,MI,48076
2017,1270961,"JORDAN, KNAUFF & COMPANY, LLC",866246,"200 W. MADISON ST., STE. 980", ,CHICAGO,IL,60606
2018,1271234,"TUDOR, PICKERING, HOLT & CO. SECURITIES, LLC",866251,1111 BAGBY,SUITE 5000,HOUSTON,TX,77002
2019,1271545,INNOVATION ADVISORS LLC,866255,ONE PENN PLAZA,36TH FLOOR,NEW YORK CITY,NY,10017
2020,1271922,OPES BESPOKE SECURITIES LLC,866262,60 EAST 42ND STREET,SUITE 2540,NEW YORK,NY,10018
2021,1271923,CG COMPASS (USA) LLC,866263,135 EAST 57TH STREET,30TH FLOOR,NEW YORK,NY,10022
2022,1272076,"ACKRELL CAPITAL, LLC",866265,475 MARINA BLVD., ,SAN FRANCISCO,CA,94123
2023,1272189,"CIG SECURITIES, INC.",866266,1000 TOWN CENTER,SUITE 2500,SOUTHFIELD,MI,48075
2024,1272298,"KOVITZ SECURITIES, LLC",866267,115 S. LASALLE ST.,27TH FLOOR,CHICAGO,IL,60603
2025,1272515,DAIWA CORPORATE ADVISORY LLC,866273,605 THIRD AVENUE,11TH FLOOR,NEW YORK,NY,10158
2026,1272516,"ENGLAND SECURITIES, LLC",866274,7201 WISCONSIN AVE.,SUITE 480,BETHESDA,MD,20814
2027,1272749,"INVERNESS SECURITIES, LLC",866278,"6060 PARKLAND BLVD, STE 200", ,CLEVELAND,OH,44124
2028,1273403,WESTBURY GROUP LLC,866284,39 RIVERSIDE AVENUE, ,WESTPORT,CT,06880
2029,1273761,TRADEMAS INC.,866292,BAYAT CONSULTING,14 WALL STREET - 20TH,NEW YORK,NY,10005
2030,1273762,"CNS SECURITIES, LLC",866293,191 OLD PERRIN RD. STE. 101, ,SHERMAN,TX,75092
2031,1273905,EMERSON EQUITY LLC,866296,"155 BOVET ROAD, SUITE 725", ,SAN MATEO,CA,94402
2032,1275351,"WEALTH ENHANCEMENT BROKERAGE SERVICES, LLC",866305,"505 NORTH HWY 169, SUITE 900", ,PLYMOUTH,MN,55441
2033,1275356,"BROKERBANK SECURITIES, INC.",866310,9484 PAINTERS RIDGE,SUITE 100,EDEN PRAIRIE,MN,55347-2831
2034,1276159,CYPRESS PARTNERS LLC,866321,"52 VANDERBILT AVENUE, SUITE 501", ,NEW YORK,NY,10017
2035,1276642,"TOUSSAINT CAPITAL PARTNERS, LLC",866330,13 BROADWAY,SUITE 2,FREEHOLD,NJ,07728
2036,1277325,"LIBERTY PARTNERS FINANCIAL SERVICES, LLC",866335,"1050 JOHNNIE DODDS BLVD., SUITE 2059",SUITE 620,MT. PLEASANT,SC,29464
2037,1278205,GRB FINANCIAL LLC,866345,1415 W. RANDOL MILL, ,ARLINGTON,TX,76012
2038,1278765,SP SECURITIES LLC,866360,1717 ST. JAMES PLACE,SUITE 250,HOUSTON,TX,77056
2039,1278947,"DELTA SECURITIES COMPANY, LLC",866364,696 NORTH MAITLAND AVENUE, ,MAITLAND,FL,32751
2040,1279559,"DAWSON JAMES SECURITIES, INC.",866367,1 NORTH FEDERAL HIGHWAY,SUITE 500,BOCA RATON,FL,33432
2041,1280139,"PICKWICK CAPITAL PARTNERS, LLC",866373,445 HAMILTON AVENUE,SUITE 1102,WHITE PLAINS,NY,10601
2042,1280342,"CAPLINK SECURITIES, INC",866379,200 PIER AVENUE,SUITE 123,HERMOSA BEACH,CA,90254
2043,1280875,"IMST DISTRIBUTORS, LLC",866389,THREE CANAL PLAZA,SUITE 100,PORTLAND,ME,04101
2044,1281451,"PH PARTNERS, LLC",866396,1636 MOUNT LARSON RD,SUITE 108,AUSTIN,TX,78746
2045,1281941,STANDARD CHARTERED SECURITIES NORTH AMERICA LLC,866397,1095 AVENUE OF THE AMERICAS, ,NEW YORK,NY,10036
2046,1282491,"AXCESSNET, LLC",866402,192 PARTRIDGE LANE, ,CONCORD,MA,02421
2047,1282492,"WESTERN EQUITY GROUP, INC.",866403,P.O.BOX 188,SUITE #105-235,PLEASANT VIEW,TN,37146-0188
2048,1282623,"RAINIER SECURITIES, LLC",866406,2955 -80TH AVE SE,SUITE 202,MERCER ISLAND,WA,98040
2049,1282624,"ARIA CAPITAL ADVISORS, LLC",866407,"475 CENTRAL AVENUE, SUITE M1", ,ST. PETERSBURG,FL,33701
2050,1283038,"CE CAPITAL ADVISORS, INC.",866411,"293 BOSTON POST RD., WEST",SUITE 500,MARLBOROUGH,MA,01752
2051,1283154,WEISS MULTI-STRATEGY FUNDS LLC,866414,320 PARK AVENUE,20TH FLOOR,NEW YORK,NY,10022
2052,1284170,PALAFOX TRADING LLC,866420,131 SOUTH DEARBORN STREET,32ND FLOOR,CHICAGO,IL,60603
2053,1284171,"BOURNE PARTNERS SECURITIES, LLC",866421,550 SOUTH CALDWELL STREET,SUITE 900,CHARLOTTE,NC,28202
2054,1284403,"TLG LENOX, LLC",866424,"3384 PEACHTREE ROAD NE, SUITE 300", ,ATLANTA,GA,30326
2055,1284557,HAMERSLEY PARTNERS LLC,866427,85 DARTMOUTH STREET,STE 302,BOSTON,MA,02116
2056,1285202,STERN CAPITAL LLC,866433,420 LEXINGTON AVENUE,SUITE 300,NEW YORK,NY,10170
2057,1285203,"STONECASTLE SECURITIES, LLC",866434,152 WEST 57TH STREET,35TH FLOOR,NEW YORK,NY,10019
2058,1285913,"M&A CAPITAL, LLC",866436,32129 LINDERO CANYON ROAD,SUITE 204,WESTLAKE VILLAGE,CA,91361
2059,1285919,"COGNITIVE CAPITAL, LLC",866442,141 W JACKSON,# 1620,CHICAGO,IL,60604
2060,1285921,"CONNING INVESTMENT PRODUCTS, INC.",866444,ONE FINANCIAL PLAZA, ,HARTFORD,CT,06103-2627
2061,1286439,DRAKE STAR SECURITIES LLC,866448,950 THIRD AVENUE,20TH FLOOR,NEW YORK,NY,10022
2062,1286610,"PRINCIPLED ADVISORS, INC.",866451,1110 SOUTH AVENUE,SUITE 303,STATEN ISLAND,NY,10314
2063,1286611,"TRADELINK SECURITIES, LLC",866452,NEW WORLD TOWER,100 N. BISCAYNE BLVD SUITE 3000,MIAMI,FL,33132
2064,1288802,"JTA SECURITIES MANAGEMENT, INC.",866462,16775 ADDISON ROAD,SUITE 525,ADDISON,TX,75001-0000
2065,1289005,HENLEY & COMPANY LLC,866463,506 RXR PLAZA,EAB PLAZA WEST TOWER 12TH,UNIONDALE,NY,11556
2066,1289006,"AQUEDUCT CAPITAL GROUP, LLC",866464,"2820 SELWYN AVENUE, SUITE 550", ,CHARLOTTE,NC,28209
2067,1289009,EQUUS FINANCIAL CONSULTING LLC,866467,"78 PINE ST., SUITE 101", ,NEW CANAAN,CT,06840
2068,1289018,INDUSTRIAL AND COMMERCIAL BANK OF CHINA FINANCIAL SERVIC,866471,1633 BROADWAY,28TH FLOOR,NEW YORK,NY,10019
2069,1289106,"BAYSHORE PARTNERS, LLC",866480,401 EAST LAS OLAS BOULEVARD,SUITE 2360,FORT LAUDERDALE,FL,33301
2070,1289107,UNIVERSAL FINANCIAL SERVICES INC.,866481,PO BOX 2171, ,SAN JUAN,PR,00922-2171
2071,1289118,HFF SECURITIES L.P.,866485,"2029 CENTURY PARK EAST, 30TH FLOOR", ,LOS ANGELES,CA,90067
2072,1289120,"PACIFIC CENTURY SECURITIES, LLC",866487,6 W DRUID HILLS DR NE,STE 950,ATLANTA,GA,30329
2073,1289651,"BISMARCK CAPITAL, LLC",866489,"888 7TH AVENUE, 37TH FLOOR", ,NEW YORK,NY,10019
2074,1289763,"REIGNS CAPITAL, LTD.",866495,"199 MAIN STREET, SUITE 901","48 WALL STREET, 29TH FL.",WHITE PLAINS,NY,10601
2075,1290271,"PETRIE PARTNERS SECURITIES, LLC",866503,"1144 15TH STREET, SUITE 3900",SUITE 101,DENVER,CO,80202
2076,1290486,RELIANCE CAPITAL MANAGEMENT ADVISORS LLC,866505,18 TERRACE AVE - MIRAMAR, ,HALF MOON BAY,CA,94019
2077,1290488,"BHARGAVA WEALTH MANAGEMENT, LLC",866507,609 WHITE PINE ROAD, ,FRANKLIN LAKES,NJ,07417
2078,1291266,"AGENCY DESK, LLC",866515,"590 MADISON AVENUE, 21 FLOOR",22ND FLOOR SUITE 22B,NEW YORK,NY,10022
2079,1291269,"HODES WEILL SECURITIES, LLC",866518,850 THIRD AVE,16TH FLOOR,NEW YORK,NY,10022
2080,1291460,"WALNUT CREEK CAPITAL ADVISORS, LLC",866521,616 ELLIOTT ROAD, ,MCDONOUGH,GA,30252
2081,1291805,DAVY SECURITIES,866522,DAVY HOUSE,49 DAWSON STREET,DUBLIN 2, ,D2
2082,1292134,"SKYSTONE SECURITIES, LLC",866529,3710 RAWLINS STREET,SUITE 1000,DALLAS,TX,75219
2083,1292545,CREATIS CAPITAL LLC,866533,100 WEST 18TH STREET,SUITE 7F,NEW YORK,NY,10011
2084,1292864,BAADER HELVEA INC.,866540,420 LEXINGTON AVENUE,SUITE 804,NEW YORK,NY,10170
2085,1293168,"OBJECTIVE EQUITY, LLC",866541,380 BRETANO WAY, ,GREENBRAE,CA,94904
2086,1293532,"COBRA TRADING, INC.",866548,3008 E HEBRON PKWY,BLDG 400,CARROLLTON,TX,75010
2087,1293534,PPHB SECURITIES LP,866550,1885 ST. JAMES PLACE,SUITE 900,HOUSTON,TX,77056
2088,1293537,"FNBB CAPITAL MARKETS, LLC",866553,600 UNIVERSITY PARK PLACE,SUITE 380,BIRMINGHAM,AL,35209
2089,1294254,"HWJ CAPITAL PARTNERS II, LLC",866560,7400 NORTH FEDERAL HIGHWAY,SUITE A5,BOCA RATON,FL,33487
2090,1294813,"CHESSIECAP SECURITIES, INC.",866565,3 BETHESDA METRO CENTER,SUITE 700,BETHESDA,MD,20814
2091,1295232,HAITONG INTERNATIONAL SECURITIES (USA) INC.,866566,340 MADISON AVEUNUE,12TH FLOOR,NEW YORK,NY,10173
2092,1295234,AGM SECURITIES LLC,866568,"39 BROADWAY, SUITE 3300, ROOM 14",15TH FLOOR,NEW YORK,NY,10019
2093,1295237,"GRIFFINEST ASIA SECURITIES, LLC",866571,3452 EAST FOOTHILL BLVD,SUITE 100,PASADENA,CA,91107
2094,1295238,CAPSTONE CAPITAL MARKETS LLC,866572,176 FEDERAL STREET,3RD FLOOR,BOSTON,MA,02110
2095,1295894,EZE CASTLE TRANSACTION SERVICES LLC,866577,"12 FARNSWORTH ST., 6TH FLOOR", ,BOSTON,MA,02210
2096,1296050,"CHARLES RIVER BROKERAGE, LLC",866578,700 DISTRICT AVE,4TH FLOOR,BURLINGTON,MA,01803
2097,1296051,CIMAS LLC,866579,"30 SOUTH PEARL STREET, 9TH FLOOR", ,ALBANY,NY,12207
2098,1296382,KBS CAPITAL MARKETS GROUP LLC,866581,800 NEWPORT CENTER DRIVE,SUITE 700,NEWPORT BEACH,CA,92660
2099,1296879,MUFSON HOWE HUNTER & PARTNERS LLC,866587,1717 ARCH STREET,39TH FLOOR,PHILADELPHIA,PA,19103
2100,1297293,"WEILD CAPITAL, LLC",866593,777 29TH STREET,SUITE 402,BOULDER,CO,80303
2101,1297573,HUDSON CAPITAL ADVISORS BD LLC,866595,"100 WILSHIRE BOULEVARD, SUITE 700",C/O COLUMBUS NOVA,SANTA MONICA,CA,90401
2102,1298161,"WAYPOINT DIRECT INVESTMENTS, LLC",866597,"9 WEST BROAD STREET, SUITE 710",SUITE 4615,STAMFORD,CT,06902
2103,1298623,CUE CAPITAL LIMITED PARTNERSHIP,866599,"2000 S. BAYSHORE DRIVE, SUITE 9",SUITE 220,MIAMI,FL,33133
2104,1299848,"GFG SECURITIES, LLC",866606,701 BRICKELL AVENUE,SUITE 1400,MIAMI,FL,33131
2105,1299849,"OBERON SECURITIES, LLC",866607,"1412 BROADWAY, 23RD FLOOR", ,NEW YORK,NY,10018
2106,1300257,BELVEDERE TRADING LLC,866612,10 S. RIVERSIDE PLAZA,SUITE 2100,CHICAGO,IL,60606
2107,1300496,"PCA CAPITAL SECURITIES, LLC",866614,399 PARK AVENUE,37TH FLOOR,NEW YORK,NY,10022
2108,1300497,MARKS BAUGHAN SECURITIES LLC,866615,"161 WASHINGTON ST., SUITE 1390","161 WASHINGTON ST., SUITE 1390",CONSHOHOCKEN,PA,19428
2109,1300502,"MORETON CAPITAL MARKETS, LLC",866620,101 S 200 E. SUITE 300, ,SALT LAKE CITY,UT,84111
2110,1301207,BANCO DO BRASIL SECURITIES LLC,866625,535 MADISON AVENUE,33RD FLOOR,NEW YORK,NY,10022
2111,1301264,"PM SECURITIES, LLC",866628,110 COMMONS COURT, ,CHADDS FORD,PA,19317
2112,1302871,"TESSERA CAPITAL PARTNERS, LLC",866643,"421 PENBROOKE DRIVE, SUITE 12B", ,PENFIELD,NY,14526
2113,1302955,CND FINANCIAL LTD.,866645,31240 BECK RD., ,BULVERDE,TX,78163
2114,1303121,"FINANCIAL TECHNOLOGY SECURITIES, LLC",866651,1700 PACIFIC AVE.,SUITE 1100,DALLAS,TX,75201
2115,1303335,"FIDUS SECURITIES, LLC",866656,227 WEST TRADE STREET,SUITE 1910,CHARLOTTE,NC,28202
2116,1303465,SEQUENCE FINANCIAL SPECIALISTS LLC,866657,781 MEETING STREET,STE B,CHARLESTON,SC,29403
2117,1303467,"G.F. INVESTMENT SERVICES, LLC",866659,1600 PENNSYLVANIA AVE,SUITE C,MCDONOUGH,GA,30253
2118,1303470,BOC INTERNATIONAL (USA) INC.,866662,1045 AVENUE OF THE AMERICAS,SUITE 1501,NEW YORK,NY,10018
2119,1304199,"RAINMAKER SECURITIES, LLC",866667,PO BOX 66738,#86647,SAINT LOUIS,MO,63166
2120,1304358,RESOURCE SECURITIES LLC,866669,1845 WALNUT STREET,17TH FLOOR,PHILADELPHIA,PA,19103
2121,1304359,"HERITAGE FINANCIAL SYSTEMS, INC.",866670,5 GREAT VALLEY PARKWAY,SUITE 334,MALVERN,PA,19355
2122,1304578,"MIDDLE MARKET TRANSACTIONS, INC.",866675,"158 WEST PRAIRIE AVENUE, SUITE 111", ,DECATUR,IL,62523
2123,1304706,"WELLS FARGO PRIME SERVICES, LLC",866677,45 FREMONT STREET,30TH FLOOR,SAN FRANCISCO,CA,94105
2124,1304848,CITIGROUP DERIVATIVES MARKETS INC.,866679,"130 CHESHIRE LANE, SUITE 102",10TH FLOOR,MINNETONKA,MN,55305
2125,1305437,"STILLPOINT CAPITAL, LLC",866688,13301 W. HILLSBOROUGH AVENUE,SUITE 101,TAMPA,FL,33635
2126,1305676,"FOCALPOINT SECURITIES, LLC",866697,11150 SANTA MONICA BLVD,SUITE 1550,LOS ANGELES,CA,90025
2127,1306765,NEXBANK SECURITIES INC,866705,2515 MCKINNEY AVE,SUITE 1100,DALLAS,TX,75201
2128,1306928,"REDROCK TRADING PARTNERS, LLC",866707,2605 WALTON WAY, ,AUGUSTA,GA,30904
2129,1307290,"NORTH POINT ADVISORS, INC.",866709,"580 CALIFORNIA STREET, SUITE 2000", ,SAN FRANCISCO,CA,94105
2130,1307977,"WELLS FARGO FUNDS DISTRIBUTOR, LLC",866716,100 HERITAGE RESERVE,"FLOOR 1, MAC N9882-01F",MENOMONEE FALLS,WI,53051-4400
2131,1307978,"VISCOGLIOSI & COMPANY, LLC",866717,"505 PARK AVENUE, 14TH FLOOR", ,NEW YORK,NY,10022
2132,1308103,"ORCHARD SECURITIES, LLC",866719,365 GARDEN GROVE LANE,SUITE 100,PLEASANT GROVE,UT,84062
2133,1308104,CAMPBELL LUTYENS & CO. INC.,866720,630 FIFTH AVE.,25TH FLOOR,NEW YORK,NY,10111
2134,1308338,CRONUS PARTNERS LLC,866721,181 OLD POST ROAD,P.O. BOX 103,SOUTHPORT,CT,06890
2135,1309388,"THE FIG GROUP, LLC",866733,3131 MCKINNEY AVE SUITE 600, ,DALLAS,TX,75204
2136,1309389,"INNOVATION CAPITAL, LLC",866734,222 NORTH PACIFIC HWY SUITE 1300, ,EL SEGUNDO,CA,90245
2137,1309813,"ANOVEST FINANCIAL SERVICES, INC.",866742,"3225 SHALLOWFORD ROAD, SUITE 220", ,MARIETTA,GA,30062
2138,1310236,"KEANE FINANCIAL, LLC",866745,"450 SEVENTH AVENUE, SUITE 1707", ,NEW YORK,NY,10123
2139,1310594,"REEF RESOURCES, LLC",866748,140 LAKESIDE AVENUE,SUITE 100,SEATTLE,WA,98122
2140,1310596,"TORCH SECURITIES, LLC",866750,4006 AUSTIN MEADOW DRIVE,SUITE 101,SUGAR LAND,TX,77479
2141,1310705,"WOODROCK SECURITIES, L.P.",866753,"4265 SAN FELIPE STREET, SUITE 600", ,HOUSTON,TX,77027
2142,1310855,"TUOHY BROTHERS INVESTMENT RESEARCH, INC.",866756,575 MADISON AVENUE,"TWO STAMFORD PLAZA, 281 TRESSER BLVD.",NEW YORK,NY,10022
2143,1311274,"SWBC INVESTMENT SERVICES, LLC",866764,"9311 SAN PEDRO, STE 600", ,SAN ANTONIO,TX,78216
2144,1311662,"CAMBRIA CAPITAL, LLC",866768,488 E. WINCHESTER ST,SUITE 200,SALT LAKE CITY,UT,84107
2145,1311891,"SAGEPOINT FINANCIAL, INC.",866771,20 E THOMAS RD,SUITE 2000,PHOENIX,AZ,85012
2146,1311892,"OCEANUS SECURITIES, LLC",866772,989 SIXTH AVENUE,19TH FLOOR,NEW YORK,NY,10018
2147,1311894,CENTERVIEW PARTNERS LLC,866774,31 WEST 52ND STREET,22ND FLOOR,NEW YORK,NY,10019
2148,1311895,"ROSEVIEW SECURITIES, LLC",866775,100 HIGH STREET,SUITE 410,BOSTON,MA,02110
2149,1311897,SPARRING PARTNERS CAPITAL LLC,866777,"420 LEXINGTON AVENUE, SUITE 2458", ,NEW YORK CITY,NY,10170
2150,1313283,"TRANSACT CAPITAL SECURITIES, LLC",866778,4991 LAKE BROOK DR.,SUITE 150,GLEN ALLEN,VA,23060
2151,1313368,"MERIDIAN EQUITY PARTNERS, INC.",866784,C/O ACCOUNTING & COMPLIANCE INTERNATIONA,"40 WALL STREET, 17TH FLOOR",NEW YORK,NY,10005
2152,1313524,"SCHNEIDER DOWNS CORPORATE FINANCE, LP",866791,"ONE PPG PLACE, SUITE 1700", ,PITTSBURGH,PA,15222
2153,1314296,SEACAP SECURITIES LLC,866804,1350 AVENUE OF THE AMERICAS,31ST FLOOR,NEW YORK,NY,10019
2154,1315510,N.A. INVESTCORP LLC,866812,"280 PARK AVENUE, 39TH FLOOR", ,NEW YORK,NY,10017
2155,1315511,"JANE STREET OPTIONS, LLC",866813,250 VESEY STREET,6TH FLOOR,NEW YORK,NY,10281
2156,1316477,"VOLANT EXECUTION, LLC",866826,425 SOUTH FINANCIAL PLACE,SUITE 910B,CHICAGO,IL,60605
2157,1318201,"GLOBAL LEISURE PARTNERS, LLC",866837,115 PARK STREET,BERKELEY SQUARE,LONDON, ,W1K 7AP
2158,1318478,NI ADVISORS,866841,1138 CADILLAC COURT, ,MILPITAS,CA,95035
2159,1319311,SCARSDALE EQUITIES LLC,866845,45 ROCKEFELLER PLAZA,SUITE 2000,NEW YORK,NY,10111
2160,1319312,SHARESPOST FINANCIAL CORPORATION,866846,555 MONTGOMERY ST.,14TH FLOOR,SAN FRANCISCO,CA,94111
2161,1319498,"VELOCITYHEALTH SECURITIES, INC.",866848,95 WHITE BRIDGE ROAD,SUITE 409,NASHVILLE,TN,37205
2162,1319670,"N4 FINANCIAL, INC.",866849,1900 O'FARRELL STREET SUITE 145, ,SAN MATEO,CA,94403
2163,1319671,"GLOBAL CREDIT PARTNERS, LLC",866850,10 MOUNTAINVIEW RD.,SUITE 115,UPPER SADDLE RIVER,NJ,07458
2164,1320303,"SUTTER SECURITIES CLEARING, LLC",866859,6 VENTURE,SUITE 395,IRVINE,CA,92618
2165,1320304,LIBERTY GLOBAL CAPITAL SERVICES LLC,866860,131 WINDSOR ROAD,26TH FLOOR,WABAN,MA,02468
2166,1321029,JEGI LLC,866867,150 EAST 52ND STREET-18TH FLOOR, ,NEW YORK,NY,10022
2167,1321371,ICD SECURITIES INC.,866870,7301 SW 57TH COURT,SUITE 400,MIAMI,FL,33143
2168,1321594,BEL AIR SECURITIES LLC,866875,1999 AVENUE OF THE STARS,STE. 3200,LOS ANGELES,CA,90067
2169,1321919,"MITCHELL ENERGY ADVISORS, LLC",866878,7515 GREENVIILLE AVENUE,SUITE 905,DALLAS,TX,75231
2170,1321923,"E.L.K. CAPITAL ADVISORS, LLC",866882,549 WEST RANDOLPH STREET,SUITE 601,CHICAGO,IL,60661
2171,1322751,"GRAND AVENUE CAPITAL PARTNERS, LLC",866888,180 S. LAKE AVENUE,SUITE 205,PASADENA,CA,91101
2172,1322863,"MERGER & ACQUISITION CAPITAL SERVICES, LLC",866892,320 EAST 53RD STREET,2ND FLOOR,NEW YORK,NY,10022
2173,1322865,"BRADY WARE CORPORATE FINANCE, LLC",866894,3601 RIGBY ROAD,SUITE 400,DAYTON,OH,45342
2174,1323893,TOR BROKERAGE LLC,866903,9019 OLD RIVER ROAD,2ND FLOOR,NORTH BERGEN,NJ,07047
2175,1324107,"AMERICAN INDEPENDENT SECURITIES GROUP, LLC",866905,PO BOX 579,SUITE 105,EAGLE,ID,83616
2176,1324190,"ULLICO INVESTMENT COMPANY, LLC",866906,8403 COLESVILLE RD.,13 FLOOR,SILVER SPRING,MD,20910
2177,1324192,TRANSNATIONAL CAPITAL CORP.,866908,420 LEXINGTON AVENUE,SUITE 300,NEW YORK,NY,10170
2178,1324301,NIAGARA INTERNATIONAL CAPITAL LIMITED,866911,757 THIRD AVENUE,21ST FLOOR,NEW YORK,NY,10017
2179,1325261,"STONNINGTON GROUP, LLC",866919,600 S. LAKE AVE,SUITE 502,PASADENA,CA,91106
2180,1325845,"TORA TRADING SERVICES, LLC",866925,1440 CHAPIN AVENUE,SUITE 205,BURLINGAME,CA,94010
2181,1325847,"CONDUENT SECURITIES, LLC",866927,"WEWORKS C/O CONDUENT SECURITIES, LLC","450 LEXINGTON AVE., WEWORK - 4TH FLOOR",NEW YORK,NY,10017
2182,1326293,"COLUMBIA WEST CAPITAL, LLC",866930,14624 N. SCOTTSDALE ROAD,SUITE 124,SCOTTSDALE,AZ,85254
2183,1327121,TECCA HOLDINGS LLC,866939,100 CRESCENT COURT,SUITE 700,DALLAS,TX,75201
2184,1327611,IA SECURITIES (USA) INC.,866944,26 WELLINGTON STREET EAST,SUITE 700,"TORONTO, ONTARIO", ,M5E 1S2
2185,1327612,"JAYPEE INTERNATIONAL, INC.",866945,30 S. WACKER DRIVE,SUITE 2200,CHICAGO,IL,60606-7498
2186,1328115,"CENTENIUM ADVISORS, LLC",866947,420 LEXINGTON AVENUE,SUITE 2216,NEW YORK,NY,10170
2187,1328118,"LONGBOW SECURITIES, LLC",866950,6050 OAK TREE BLVD.,#350,INDEPENDENCE,OH,44131
2188,1328730,GOODBODY SECURITIES INC,866955,BALLSBRIDGE PARK,"BALLSBRIDGE, DUBLIN 4",DUBLIN,NY,DUBLIN 4
2189,1329110,PARK HILL GROUP LLC,866958,280 PARK AVENUE,15TH FLOOR,NEW YORK,NY,10017
2190,1329479,TOYOTA FINANCIAL SERVICES SECURITIES USA CORPORATION,866961,6565 HEADQUARTERS DRIVE,W2-3A-3D,PLANO,TX,75024
2191,1329807,US ARMA PARTNERS LP,866964,810 SEVENTH AVENUE,SUITE 2005,NEW YORK,NY,10019
2192,1330093,"N.E. PRIVATE CLIENT ADVISORS, LTD.",866968,790 NORTH MAIN STREET,(SUITE 201),PROVIDENCE,RI,02904
2193,1330370,RENAISSANCE INSTITUTIONAL MANAGEMENT LLC,866971,800 THIRD AVENUE, ,NEW YORK,NY,10022
2194,1330371,"FRONTIER SOLUTIONS, LLC",866972,4200 NORTHSIDE PARKWAY,BUILDING 7,ATLANTA,GA,30327
2195,1330372,"STRAUS CAPITAL, LLC",866973,50 PRINCETON-HIGHTSTOWN ROAD,(SUITE J),PRINCETON JUNCTION,NJ,08550
2196,1330373,"PROFOR SECURITIES, LLC",866974,800 WESTCHESTER AVE,SUITE 641N,RYE BROOK,NY,10573
2197,1330759,"PLAN B INVESTMENTS, INC.",866978,PO BOX 2639,SUITE 206,TOLUCA LAKE,CA,91610-0639
2198,1330760,"COBALT CAPITAL, INC.",866979,600 WILKINSON STREET,SUITE 300,ORLANDO,FL,32803
2199,1330761,QUOIN CAPITAL LLC,866980,1515 MARKET STREET,SUITE 1808,PHILADELPHIA,PA,19102
2200,1330762,"GROUPARGENT SECURITIES, LLC",866981,80 BROAD STREET,SUITE 3203,NEW YORK,NY,10004
2201,1330763,ALLY INVEST SECURITIES LLC,866982,11605 N. COMMUNITY HOUSE DR.,THIRD FLOOR,CHARLOTTE,NC,28277
