ID_RSSD_SUCCESSOR,TRNSFM_CD,DT_TRANS
374439,Charter Discontinued (Merger or Purchase & Assumption),3
499613,Charter Discontinued (Merger or Purchase & Assumption),3
613950,Charter Discontinued (Merger or Purchase & Assumption),3
499891,Charter Discontinued (Merger or Purchase & Assumption),3
500050,"Failure, Government Assistance Provided",3
500199,Charter Discontinued (Merger or Purchase & Assumption),3
400178,"Failure, Government Assistance Provided",3
500537,Charter Discontinued (Merger or Purchase & Assumption),3
2558989,Charter Discontinued (Merger or Purchase & Assumption),3
400253,Charter Discontinued (Merger or Purchase & Assumption),3
613530,Charter Discontinued (Merger or Purchase & Assumption),3
501105,Sale of Assets,3
616287,Charter Discontinued (Merger or Purchase & Assumption),3
721350,Charter Discontinued (Merger or Purchase & Assumption),3
616410,Charter Discontinued (Merger or Purchase & Assumption),3
496676,Charter Discontinued (Merger or Purchase & Assumption),3
1859465,Charter Discontinued (Merger or Purchase & Assumption),3
1945612,Charter Discontinued (Merger or Purchase & Assumption),3
2384021,Charter Discontinued (Merger or Purchase & Assumption),3
2382287,Charter Discontinued (Merger or Purchase & Assumption),3
1945667,Charter Discontinued (Merger or Purchase & Assumption),3
720577,Charter Discontinued (Merger or Purchase & Assumption),3
375708,"Failure, Government Assistance Provided",3
652043,Charter Discontinued (Merger or Purchase & Assumption),3
496395,Charter Discontinued (Merger or Purchase & Assumption),3
496779,Charter Discontinued (Merger or Purchase & Assumption),3
1951341,Charter Discontinued (Merger or Purchase & Assumption),3
617583,Charter Discontinued (Merger or Purchase & Assumption),3
497459,Charter Discontinued (Merger or Purchase & Assumption),3
720876,Charter Discontinued (Merger or Purchase & Assumption),3
617547,Charter Discontinued (Merger or Purchase & Assumption),3
375098,Charter Discontinued (Merger or Purchase & Assumption),3
652856,Charter Discontinued (Merger or Purchase & Assumption),3
1858507,"Failure, Government Assistance Provided",3
375025,Charter Discontinued (Merger or Purchase & Assumption),3
616755,Charter Discontinued (Merger or Purchase & Assumption),3
2356073,Charter Discontinued (Merger or Purchase & Assumption),3
654971,Charter Discontinued (Merger or Purchase & Assumption),3
698500,Charter Discontinued (Merger or Purchase & Assumption),3
401009,Charter Discontinued (Merger or Purchase & Assumption),3
657365,Charter Discontinued (Merger or Purchase & Assumption),3
1459717,Charter Discontinued (Merger or Purchase & Assumption),3
1978713,Charter Discontinued (Merger or Purchase & Assumption),3
1459100,Charter Discontinued (Merger or Purchase & Assumption),3
2722306,Charter Discontinued (Merger or Purchase & Assumption),3
657486,Charter Discontinued (Merger or Purchase & Assumption),3
1459098,Charter Discontinued (Merger or Purchase & Assumption),3
609690,Charter Discontinued (Merger or Purchase & Assumption),3
506883,Charter Discontinued (Merger or Purchase & Assumption),3
1848900,Charter Discontinued (Merger or Purchase & Assumption),3
506249,Charter Discontinued (Merger or Purchase & Assumption),3
657972,"Failure, Government Assistance Provided",3
609074,Charter Discontinued (Merger or Purchase & Assumption),3
507581,Charter Discontinued (Merger or Purchase & Assumption),3
507590,Charter Discontinued (Merger or Purchase & Assumption),3
725880,Charter Discontinued (Merger or Purchase & Assumption),3
657981,Charter Discontinued (Merger or Purchase & Assumption),3
508168,Charter Discontinued (Merger or Purchase & Assumption),3
508168,"Failure, Government Assistance Provided",3
658540,Charter Discontinued (Merger or Purchase & Assumption),3
724771,Charter Discontinued (Merger or Purchase & Assumption),3
1852662,Charter Discontinued (Merger or Purchase & Assumption),3
373469,Charter Discontinued (Merger or Purchase & Assumption),3
1969597,Charter Discontinued (Merger or Purchase & Assumption),3
2355366,Charter Discontinued (Merger or Purchase & Assumption),3
452896,Charter Discontinued (Merger or Purchase & Assumption),3
452588,Charter Discontinued (Merger or Purchase & Assumption),3
656359,Charter Discontinued (Merger or Purchase & Assumption),3
373357,"Failure, Government Assistance Provided",3
2353616,Charter Discontinued (Merger or Purchase & Assumption),3
2352235,Charter Discontinued (Merger or Purchase & Assumption),3
503172,Charter Discontinued (Merger or Purchase & Assumption),3
612261,Charter Discontinued (Merger or Purchase & Assumption),3
451581,Charter Discontinued (Merger or Purchase & Assumption),3
724230,Charter Discontinued (Merger or Purchase & Assumption),3
723381,Charter Discontinued (Merger or Purchase & Assumption),3
372976,Charter Discontinued (Merger or Purchase & Assumption),3
1973053,Charter Discontinued (Merger or Purchase & Assumption),3
451189,"Failure, Government Assistance Provided",3
2770017,Charter Discontinued (Merger or Purchase & Assumption),3
723710,Charter Discontinued (Merger or Purchase & Assumption),3
1978487,Charter Discontinued (Merger or Purchase & Assumption),3
1462931,Charter Discontinued (Merger or Purchase & Assumption),3
610623,Charter Discontinued (Merger or Purchase & Assumption),3
621777,Charter Discontinued (Merger or Purchase & Assumption),3
2147749,Charter Discontinued (Merger or Purchase & Assumption),3
1145814,Charter Discontinued (Merger or Purchase & Assumption),3
843878,Charter Discontinued (Merger or Purchase & Assumption),3
853952,Charter Discontinued (Merger or Purchase & Assumption),3
225166,Charter Discontinued (Merger or Purchase & Assumption),3
973364,Charter Discontinued (Merger or Purchase & Assumption),3
853185,Charter Discontinued (Merger or Purchase & Assumption),3
1102125,Charter Discontinued (Merger or Purchase & Assumption),3
1102004,Charter Discontinued (Merger or Purchase & Assumption),3
1101847,Charter Discontinued (Merger or Purchase & Assumption),3
3214095,Charter Discontinued (Merger or Purchase & Assumption),3
852320,"Failure, Government Assistance Provided",3
227151,Charter Discontinued (Merger or Purchase & Assumption),3
87010,Charter Discontinued (Merger or Purchase & Assumption),3
3213052,Charter Discontinued (Merger or Purchase & Assumption),3
85070,Charter Discontinued (Merger or Purchase & Assumption),3
229593,Charter Discontinued (Merger or Purchase & Assumption),3
1099467,Charter Discontinued (Merger or Purchase & Assumption),3
850951,Charter Discontinued (Merger or Purchase & Assumption),3
3211601,Charter Discontinued (Merger or Purchase & Assumption),3
88615,Charter Discontinued (Merger or Purchase & Assumption),3
3222296,Charter Discontinued (Merger or Purchase & Assumption),3
224477,Charter Discontinued (Merger or Purchase & Assumption),3
1103878,Charter Discontinued (Merger or Purchase & Assumption),3
220077,Charter Discontinued (Merger or Purchase & Assumption),3
90328,Charter Discontinued (Merger or Purchase & Assumption),3
220796,Charter Discontinued (Merger or Purchase & Assumption),3
857398,Charter Discontinued (Merger or Purchase & Assumption),3
221494,Charter Discontinued (Merger or Purchase & Assumption),3
856793,Charter Discontinued (Merger or Purchase & Assumption),3
221757,Charter Discontinued (Merger or Purchase & Assumption),3
856494,Charter Discontinued (Merger or Purchase & Assumption),3
224271,Charter Discontinued (Merger or Purchase & Assumption),3
856485,Charter Discontinued (Merger or Purchase & Assumption),3
89546,Charter Discontinued (Merger or Purchase & Assumption),3
1198089,Charter Discontinued (Merger or Purchase & Assumption),3
89292,Charter Discontinued (Merger or Purchase & Assumption),3
222491,Charter Discontinued (Merger or Purchase & Assumption),3
3228775,Charter Discontinued (Merger or Purchase & Assumption),3
1199488,Charter Discontinued (Merger or Purchase & Assumption),3
1099328,Charter Discontinued (Merger or Purchase & Assumption),3
850456,Charter Discontinued (Merger or Purchase & Assumption),3
230898,Charter Discontinued (Merger or Purchase & Assumption),3
3197666,Charter Discontinued (Merger or Purchase & Assumption),3
4126896,Charter Discontinued (Merger or Purchase & Assumption),3
979197,Charter Discontinued (Merger or Purchase & Assumption),3
1098013,Charter Discontinued (Merger or Purchase & Assumption),3
80150,Charter Discontinued (Merger or Purchase & Assumption),3
234953,"Failure, Government Assistance Provided",3
3198001,Charter Discontinued (Merger or Purchase & Assumption),3
235446,Charter Discontinued (Merger or Purchase & Assumption),3
845582,Charter Discontinued (Merger or Purchase & Assumption),3
80888,Charter Discontinued (Merger or Purchase & Assumption),3
1203509,Charter Discontinued (Merger or Purchase & Assumption),3
1097771,Charter Discontinued (Merger or Purchase & Assumption),3
3197330,Charter Discontinued (Merger or Purchase & Assumption),3
3196584,Charter Discontinued (Merger or Purchase & Assumption),3
3195037,Charter Discontinued (Merger or Purchase & Assumption),3
237196,Charter Discontinued (Merger or Purchase & Assumption),3
1097584,Charter Discontinued (Merger or Purchase & Assumption),3
4126609,Charter Discontinued (Merger or Purchase & Assumption),3
233835,"Failure, Government Assistance Provided",3
3204407,Charter Discontinued (Merger or Purchase & Assumption),3
978471,Charter Discontinued (Merger or Purchase & Assumption),3
849348,Charter Discontinued (Merger or Purchase & Assumption),3
4090054,Charter Discontinued (Merger or Purchase & Assumption),3
232173,Charter Discontinued (Merger or Purchase & Assumption),3
232472,Charter Discontinued (Merger or Purchase & Assumption),3
1098796,Charter Discontinued (Merger or Purchase & Assumption),3
82275,Charter Discontinued (Merger or Purchase & Assumption),3
232584,Charter Discontinued (Merger or Purchase & Assumption),3
978640,Charter Discontinued (Merger or Purchase & Assumption),3
1202838,Charter Discontinued (Merger or Purchase & Assumption),3
232865,Charter Discontinued (Merger or Purchase & Assumption),3
978686,Charter Discontinued (Merger or Purchase & Assumption),3
847643,Charter Discontinued (Merger or Purchase & Assumption),3
1098732,Charter Discontinued (Merger or Purchase & Assumption),3
1202557,Charter Discontinued (Merger or Purchase & Assumption),3
4122722,Charter Discontinued (Merger or Purchase & Assumption),3
233527,Charter Discontinued (Merger or Purchase & Assumption),3
1104017,Charter Discontinued (Merger or Purchase & Assumption),3
90551,Charter Discontinued (Merger or Purchase & Assumption),3
219772,Charter Discontinued (Merger or Purchase & Assumption),3
208655,Charter Discontinued (Merger or Purchase & Assumption),3
962096,Charter Discontinued (Merger or Purchase & Assumption),3
867490,Charter Discontinued (Merger or Purchase & Assumption),3
867472,Charter Discontinued (Merger or Purchase & Assumption),3
207845,Charter Discontinued (Merger or Purchase & Assumption),3
3962211,Charter Discontinued (Merger or Purchase & Assumption),3
207975,Charter Discontinued (Merger or Purchase & Assumption),3
208196,Charter Discontinued (Merger or Purchase & Assumption),3
962470,Charter Discontinued (Merger or Purchase & Assumption),3
1109834,Charter Discontinued (Merger or Purchase & Assumption),3
208990,Charter Discontinued (Merger or Purchase & Assumption),3
97297,Charter Discontinued (Merger or Purchase & Assumption),3
1184158,Charter Discontinued (Merger or Purchase & Assumption),3
865599,Charter Discontinued (Merger or Purchase & Assumption),3
97176,Charter Discontinued (Merger or Purchase & Assumption),3
1184859,Charter Discontinued (Merger or Purchase & Assumption),3
865151,Charter Discontinued (Merger or Purchase & Assumption),3
962014,Charter Discontinued (Merger or Purchase & Assumption),3
207331,Charter Discontinued (Merger or Purchase & Assumption),3
211271,Charter Discontinued (Merger or Purchase & Assumption),3
206482,Charter Discontinued (Merger or Purchase & Assumption),3
100393,Charter Discontinued (Merger or Purchase & Assumption),3
205588,Charter Discontinued (Merger or Purchase & Assumption),3
100357,"Failure, Government Assistance Provided",3
3294583,Charter Discontinued (Merger or Purchase & Assumption),3
100085,Charter Discontinued (Merger or Purchase & Assumption),3
99536,Charter Discontinued (Merger or Purchase & Assumption),3
868590,Charter Discontinued (Merger or Purchase & Assumption),3
3952641,Charter Discontinued (Merger or Purchase & Assumption),3
961624,Charter Discontinued (Merger or Purchase & Assumption),3
960690,Charter Discontinued (Merger or Purchase & Assumption),3
960775,Charter Discontinued (Merger or Purchase & Assumption),3
1181465,Charter Discontinued (Merger or Purchase & Assumption),3
3284892,Charter Discontinued (Merger or Purchase & Assumption),3
867995,Charter Discontinued (Merger or Purchase & Assumption),3
960935,Charter Discontinued (Merger or Purchase & Assumption),3
961325,Charter Discontinued (Merger or Purchase & Assumption),3
210724,Charter Discontinued (Merger or Purchase & Assumption),3
864752,Charter Discontinued (Merger or Purchase & Assumption),3
969871,Charter Discontinued (Merger or Purchase & Assumption),3
967653,Charter Discontinued (Merger or Purchase & Assumption),3
1193785,Charter Discontinued (Merger or Purchase & Assumption),3
860473,Charter Discontinued (Merger or Purchase & Assumption),3
860352,Charter Discontinued (Merger or Purchase & Assumption),3
1106990,Charter Discontinued (Merger or Purchase & Assumption),3
92685,Charter Discontinued (Merger or Purchase & Assumption),3
859682,Charter Discontinued (Merger or Purchase & Assumption),3
217684,Charter Discontinued (Merger or Purchase & Assumption),3
967792,Charter Discontinued (Merger or Purchase & Assumption),3
215596,Charter Discontinued (Merger or Purchase & Assumption),3
967895,Charter Discontinued (Merger or Purchase & Assumption),3
858993,Charter Discontinued (Merger or Purchase & Assumption),3
858854,Charter Discontinued (Merger or Purchase & Assumption),3
1196058,Charter Discontinued (Merger or Purchase & Assumption),3
858274,Charter Discontinued (Merger or Purchase & Assumption),3
3234235,Charter Discontinued (Merger or Purchase & Assumption),3
4011666,Charter Discontinued (Merger or Purchase & Assumption),3
861434,Charter Discontinued (Merger or Purchase & Assumption),3
861498,Charter Discontinued (Merger or Purchase & Assumption),3
96496,Charter Discontinued (Merger or Purchase & Assumption),3
212652,Charter Discontinued (Merger or Purchase & Assumption),3
1108163,Charter Discontinued (Merger or Purchase & Assumption),3
1189041,Charter Discontinued (Merger or Purchase & Assumption),3
212335,Charter Discontinued (Merger or Purchase & Assumption),3
863577,Charter Discontinued (Merger or Purchase & Assumption),3
1189117,Charter Discontinued (Merger or Purchase & Assumption),3
212586,Charter Discontinued (Merger or Purchase & Assumption),3
3967449,Charter Discontinued (Merger or Purchase & Assumption),3
212689,Charter Discontinued (Merger or Purchase & Assumption),3
861676,Charter Discontinued (Merger or Purchase & Assumption),3
964700,Charter Discontinued (Merger or Purchase & Assumption),3
1190476,"Failure, Government Assistance Provided",3
214151,"Failure, Government Assistance Provided",3
1190533,Charter Discontinued (Merger or Purchase & Assumption),3
862338,Charter Discontinued (Merger or Purchase & Assumption),3
214414,Charter Discontinued (Merger or Purchase & Assumption),3
861742,Charter Discontinued (Merger or Purchase & Assumption),3
844295,Charter Discontinued (Merger or Purchase & Assumption),3
78072,Charter Discontinued (Merger or Purchase & Assumption),3
3084953,Charter Discontinued (Merger or Purchase & Assumption),3
1203965,Charter Discontinued (Merger or Purchase & Assumption),3
63733,Charter Discontinued (Merger or Purchase & Assumption),3
3124729,Charter Discontinued (Merger or Purchase & Assumption),3
993577,Charter Discontinued (Merger or Purchase & Assumption),3
258397,Charter Discontinued (Merger or Purchase & Assumption),3
993586,Charter Discontinued (Merger or Purchase & Assumption),3
1218352,Charter Discontinued (Merger or Purchase & Assumption),3
63210,Charter Discontinued (Merger or Purchase & Assumption),3
823133,Charter Discontinued (Merger or Purchase & Assumption),3
994172,Charter Discontinued (Merger or Purchase & Assumption),3
994565,"Failure, Government Assistance Provided",3
62790,Charter Discontinued (Merger or Purchase & Assumption),3
822042,Charter Discontinued (Merger or Purchase & Assumption),3
821979,Charter Discontinued (Merger or Purchase & Assumption),3
995076,"Failure, Government Assistance Provided",3
62389,Charter Discontinued (Merger or Purchase & Assumption),3
260877,Charter Discontinued (Merger or Purchase & Assumption),3
261360,"Failure, Government Assistance Provided",3
63742,Charter Discontinued (Merger or Purchase & Assumption),3
824028,Charter Discontinued (Merger or Purchase & Assumption),3
1217506,Charter Discontinued (Merger or Purchase & Assumption),3
992048,Charter Discontinued (Merger or Purchase & Assumption),3
3145966,Charter Discontinued (Merger or Purchase & Assumption),3
66677,Charter Discontinued (Merger or Purchase & Assumption),3
1210459,Charter Discontinued (Merger or Purchase & Assumption),3
66284,Charter Discontinued (Merger or Purchase & Assumption),3
829050,"Failure, Government Assistance Provided",3
66190,Charter Discontinued (Merger or Purchase & Assumption),3
991555,Charter Discontinued (Merger or Purchase & Assumption),3
1216022,Charter Discontinued (Merger or Purchase & Assumption),3
257671,Charter Discontinued (Merger or Purchase & Assumption),3
1216219,"Failure, Government Assistance Provided",3
992673,Charter Discontinued (Merger or Purchase & Assumption),3
64897,Charter Discontinued (Merger or Purchase & Assumption),3
3133253,Charter Discontinued (Merger or Purchase & Assumption),3
256991,Charter Discontinued (Merger or Purchase & Assumption),3
992990,Charter Discontinued (Merger or Purchase & Assumption),3
64093,Charter Discontinued (Merger or Purchase & Assumption),3
995450,Charter Discontinued (Merger or Purchase & Assumption),3
1087147,Charter Discontinued (Merger or Purchase & Assumption),3
61618,Charter Discontinued (Merger or Purchase & Assumption),3
267184,Charter Discontinued (Merger or Purchase & Assumption),3
3099443,Charter Discontinued (Merger or Purchase & Assumption),3
266383,Charter Discontinued (Merger or Purchase & Assumption),3
4366003,Charter Discontinued (Merger or Purchase & Assumption),3
816984,Charter Discontinued (Merger or Purchase & Assumption),3
266945,Charter Discontinued (Merger or Purchase & Assumption),3
816603,Charter Discontinued (Merger or Purchase & Assumption),3
1083934,Charter Discontinued (Merger or Purchase & Assumption),3
1000388,Charter Discontinued (Merger or Purchase & Assumption),3
58757,Charter Discontinued (Merger or Purchase & Assumption),3
1000409,"Failure, Government Assistance Provided",3
4392570,Charter Discontinued (Merger or Purchase & Assumption),3
267791,Charter Discontinued (Merger or Purchase & Assumption),3
268556,Charter Discontinued (Merger or Purchase & Assumption),3
1239629,Charter Discontinued (Merger or Purchase & Assumption),3
814430,Charter Discontinued (Merger or Purchase & Assumption),3
1001152,"Failure, Government Assistance Provided",3
265948,Charter Discontinued (Merger or Purchase & Assumption),3
999588,Charter Discontinued (Merger or Purchase & Assumption),3
4323592,Charter Discontinued (Merger or Purchase & Assumption),3
819538,Charter Discontinued (Merger or Purchase & Assumption),3
262844,Charter Discontinued (Merger or Purchase & Assumption),3
996363,Charter Discontinued (Merger or Purchase & Assumption),3
3109043,Charter Discontinued (Merger or Purchase & Assumption),3
61177,Charter Discontinued (Merger or Purchase & Assumption),3
819846,Charter Discontinued (Merger or Purchase & Assumption),3
263597,Charter Discontinued (Merger or Purchase & Assumption),3
819770,Charter Discontinued (Merger or Purchase & Assumption),3
3106677,Charter Discontinued (Merger or Purchase & Assumption),3
998844,Charter Discontinued (Merger or Purchase & Assumption),3
819417,Charter Discontinued (Merger or Purchase & Assumption),3
819378,Charter Discontinued (Merger or Purchase & Assumption),3
263980,Charter Discontinued (Merger or Purchase & Assumption),3
998415,Charter Discontinued (Merger or Purchase & Assumption),3
4348447,Charter Discontinued (Merger or Purchase & Assumption),3
264277,Charter Discontinued (Merger or Purchase & Assumption),3
59316,Charter Discontinued (Merger or Purchase & Assumption),3
991144,Charter Discontinued (Merger or Purchase & Assumption),3
1209828,Charter Discontinued (Merger or Purchase & Assumption),3
3152245,Charter Discontinued (Merger or Purchase & Assumption),3
74494,Charter Discontinued (Merger or Purchase & Assumption),3
1095982,Charter Discontinued (Merger or Purchase & Assumption),3
241791,Charter Discontinued (Merger or Purchase & Assumption),3
984379,Charter Discontinued (Merger or Purchase & Assumption),3
984388,Charter Discontinued (Merger or Purchase & Assumption),3
1205905,Charter Discontinued (Merger or Purchase & Assumption),3
74793,Charter Discontinued (Merger or Purchase & Assumption),3
984539,Charter Discontinued (Merger or Purchase & Assumption),3
839189,Charter Discontinued (Merger or Purchase & Assumption),3
1096073,Charter Discontinued (Merger or Purchase & Assumption),3
242743,Charter Discontinued (Merger or Purchase & Assumption),3
1095535,Charter Discontinued (Merger or Purchase & Assumption),3
243151,Charter Discontinued (Merger or Purchase & Assumption),3
838856,Charter Discontinued (Merger or Purchase & Assumption),3
838678,Charter Discontinued (Merger or Purchase & Assumption),3
1206658,Charter Discontinued (Merger or Purchase & Assumption),3
838098,Charter Discontinued (Merger or Purchase & Assumption),3
75446,Charter Discontinued (Merger or Purchase & Assumption),3
75576,Charter Discontinued (Merger or Purchase & Assumption),3
73376,Charter Discontinued (Merger or Purchase & Assumption),3
239695,Charter Discontinued (Merger or Purchase & Assumption),3
981239,Charter Discontinued (Merger or Purchase & Assumption),3
842956,Charter Discontinued (Merger or Purchase & Assumption),3
4160667,"Failure, Government Assistance Provided",3
981284,Charter Discontinued (Merger or Purchase & Assumption),3
4176855,Charter Discontinued (Merger or Purchase & Assumption),3
239574,Charter Discontinued (Merger or Purchase & Assumption),3
3187630,Charter Discontinued (Merger or Purchase & Assumption),3
981912,Charter Discontinued (Merger or Purchase & Assumption),3
841397,Charter Discontinued (Merger or Purchase & Assumption),3
240123,Charter Discontinued (Merger or Purchase & Assumption),3
3184228,Charter Discontinued (Merger or Purchase & Assumption),3
240897,Charter Discontinued (Merger or Purchase & Assumption),3
982142,Charter Discontinued (Merger or Purchase & Assumption),3
3183959,Charter Discontinued (Merger or Purchase & Assumption),3
982599,Charter Discontinued (Merger or Purchase & Assumption),3
3182251,Charter Discontinued (Merger or Purchase & Assumption),3
4232827,Charter Discontinued (Merger or Purchase & Assumption),3
837596,Charter Discontinued (Merger or Purchase & Assumption),3
67375,Charter Discontinued (Merger or Purchase & Assumption),3
68569,"Failure, Government Assistance Provided",3
3159011,Charter Discontinued (Merger or Purchase & Assumption),3
988434,Charter Discontinued (Merger or Purchase & Assumption),3
1093942,Charter Discontinued (Merger or Purchase & Assumption),3
249612,Charter Discontinued (Merger or Purchase & Assumption),3
249612,"Failure, Government Assistance Provided",3
988975,Charter Discontinued (Merger or Purchase & Assumption),3
249630,Charter Discontinued (Merger or Purchase & Assumption),3
250186,Charter Discontinued (Merger or Purchase & Assumption),3
833196,Charter Discontinued (Merger or Purchase & Assumption),3
832818,Charter Discontinued (Merger or Purchase & Assumption),3
1092860,Charter Discontinued (Merger or Purchase & Assumption),3
1092815,Charter Discontinued (Merger or Purchase & Assumption),3
251491,Charter Discontinued (Merger or Purchase & Assumption),3
67393,Charter Discontinued (Merger or Purchase & Assumption),3
251745,Charter Discontinued (Merger or Purchase & Assumption),3
831174,Charter Discontinued (Merger or Purchase & Assumption),3
3159459,Charter Discontinued (Merger or Purchase & Assumption),3
248455,"Failure, Government Assistance Provided",3
1206911,Charter Discontinued (Merger or Purchase & Assumption),3
245397,Charter Discontinued (Merger or Purchase & Assumption),3
837082,Charter Discontinued (Merger or Purchase & Assumption),3
244989,Charter Discontinued (Merger or Purchase & Assumption),3
245191,Charter Discontinued (Merger or Purchase & Assumption),3
836889,Charter Discontinued (Merger or Purchase & Assumption),3
245351,"Failure, Government Assistance Provided",3
73059,"Failure, Government Assistance Provided",3
1095375,Charter Discontinued (Merger or Purchase & Assumption),3
4250867,Charter Discontinued (Merger or Purchase & Assumption),3
1094154,Charter Discontinued (Merger or Purchase & Assumption),3
246956,"Failure, Government Assistance Provided",3
987352,"Failure, Government Assistance Provided",3
833749,Charter Discontinued (Merger or Purchase & Assumption),3
1094314,Charter Discontinued (Merger or Purchase & Assumption),3
70786,Charter Discontinued (Merger or Purchase & Assumption),3
1208791,Charter Discontinued (Merger or Purchase & Assumption),3
4262534,Charter Discontinued (Merger or Purchase & Assumption),3
870258,Charter Discontinued (Merger or Purchase & Assumption),3
1177404,Charter Discontinued (Merger or Purchase & Assumption),3
870379,Charter Discontinued (Merger or Purchase & Assumption),3
870481,Charter Discontinued (Merger or Purchase & Assumption),3
164292,Charter Discontinued (Merger or Purchase & Assumption),3
3548567,Charter Discontinued (Merger or Purchase & Assumption),3
131351,Charter Discontinued (Merger or Purchase & Assumption),3
164377,Charter Discontinued (Merger or Purchase & Assumption),3
3547999,Charter Discontinued (Merger or Purchase & Assumption),3
164658,Charter Discontinued (Merger or Purchase & Assumption),3
164733,Charter Discontinued (Merger or Purchase & Assumption),3
165039,Charter Discontinued (Merger or Purchase & Assumption),3
1138432,Charter Discontinued (Merger or Purchase & Assumption),3
1138795,Charter Discontinued (Merger or Purchase & Assumption),3
165570,Charter Discontinued (Merger or Purchase & Assumption),3
3822780,Charter Discontinued (Merger or Purchase & Assumption),3
165628,"Failure, Government Assistance Provided",3
165888,Charter Discontinued (Merger or Purchase & Assumption),3
1139103,Charter Discontinued (Merger or Purchase & Assumption),3
1123915,Charter Discontinued (Merger or Purchase & Assumption),3
129170,Charter Discontinued (Merger or Purchase & Assumption),3
131490,Charter Discontinued (Merger or Purchase & Assumption),3
907592,Charter Discontinued (Merger or Purchase & Assumption),3
933854,"Failure, Government Assistance Provided",3
1125777,Charter Discontinued (Merger or Purchase & Assumption),3
1126121,Charter Discontinued (Merger or Purchase & Assumption),3
909774,Charter Discontinued (Merger or Purchase & Assumption),3
135537,"Failure, Government Assistance Provided",3
1126037,Charter Discontinued (Merger or Purchase & Assumption),3
134624,Charter Discontinued (Merger or Purchase & Assumption),3
3793536,Charter Discontinued (Merger or Purchase & Assumption),3
162337,Charter Discontinued (Merger or Purchase & Assumption),3
162391,Charter Discontinued (Merger or Purchase & Assumption),3
133074,"Failure, Government Assistance Provided",3
933023,Charter Discontinued (Merger or Purchase & Assumption),3
162784,Charter Discontinued (Merger or Purchase & Assumption),3
933096,Charter Discontinued (Merger or Purchase & Assumption),3
3562796,Charter Discontinued (Merger or Purchase & Assumption),3
908003,Charter Discontinued (Merger or Purchase & Assumption),3
933256,"Failure, Government Assistance Provided",3
133636,Charter Discontinued (Merger or Purchase & Assumption),3
905383,Charter Discontinued (Merger or Purchase & Assumption),3
3545324,Charter Discontinued (Merger or Purchase & Assumption),3
937179,Charter Discontinued (Merger or Purchase & Assumption),3
171946,Charter Discontinued (Merger or Purchase & Assumption),3
900584,Charter Discontinued (Merger or Purchase & Assumption),3
900409,Charter Discontinued (Merger or Purchase & Assumption),3
170789,Charter Discontinued (Merger or Purchase & Assumption),3
900230,Charter Discontinued (Merger or Purchase & Assumption),3
171496,Charter Discontinued (Merger or Purchase & Assumption),3
1140743,Charter Discontinued (Merger or Purchase & Assumption),3
899370,Charter Discontinued (Merger or Purchase & Assumption),3
172158,Charter Discontinued (Merger or Purchase & Assumption),3
170051,Charter Discontinued (Merger or Purchase & Assumption),3
3474835,Charter Discontinued (Merger or Purchase & Assumption),3
126263,Charter Discontinued (Merger or Purchase & Assumption),3
126197,Charter Discontinued (Merger or Purchase & Assumption),3
898627,Charter Discontinued (Merger or Purchase & Assumption),3
1140994,Charter Discontinued (Merger or Purchase & Assumption),3
939753,"Failure, Government Assistance Provided",3
940197,Charter Discontinued (Merger or Purchase & Assumption),3
1140592,Charter Discontinued (Merger or Purchase & Assumption),3
901170,Charter Discontinued (Merger or Purchase & Assumption),3
167060,Charter Discontinued (Merger or Purchase & Assumption),3
938019,Charter Discontinued (Merger or Purchase & Assumption),3
128593,Charter Discontinued (Merger or Purchase & Assumption),3
3536537,Charter Discontinued (Merger or Purchase & Assumption),3
167583,Charter Discontinued (Merger or Purchase & Assumption),3
1139297,Charter Discontinued (Merger or Purchase & Assumption),3
1139466,Charter Discontinued (Merger or Purchase & Assumption),3
904144,Charter Discontinued (Merger or Purchase & Assumption),3
3535035,Charter Discontinued (Merger or Purchase & Assumption),3
1140163,Charter Discontinued (Merger or Purchase & Assumption),3
127475,Charter Discontinued (Merger or Purchase & Assumption),3
902355,Charter Discontinued (Merger or Purchase & Assumption),3
938185,Charter Discontinued (Merger or Purchase & Assumption),3
169279,Charter Discontinued (Merger or Purchase & Assumption),3
938644,Charter Discontinued (Merger or Purchase & Assumption),3
127635,Charter Discontinued (Merger or Purchase & Assumption),3
127626,Charter Discontinued (Merger or Purchase & Assumption),3
169840,Charter Discontinued (Merger or Purchase & Assumption),3
3579589,Charter Discontinued (Merger or Purchase & Assumption),3
910583,Charter Discontinued (Merger or Purchase & Assumption),3
910949,Charter Discontinued (Merger or Purchase & Assumption),3
927189,Charter Discontinued (Merger or Purchase & Assumption),3
148890,Charter Discontinued (Merger or Purchase & Assumption),3
920582,Charter Discontinued (Merger or Purchase & Assumption),3
1133277,Charter Discontinued (Merger or Purchase & Assumption),3
926472,Charter Discontinued (Merger or Purchase & Assumption),3
3683851,Charter Discontinued (Merger or Purchase & Assumption),3
3612525,Charter Discontinued (Merger or Purchase & Assumption),3
3612217,Charter Discontinued (Merger or Purchase & Assumption),3
3685435,Charter Discontinued (Merger or Purchase & Assumption),3
148528,Charter Discontinued (Merger or Purchase & Assumption),3
1128769,Charter Discontinued (Merger or Purchase & Assumption),3
3685538,Charter Discontinued (Merger or Purchase & Assumption),3
3608751,Charter Discontinued (Merger or Purchase & Assumption),3
