#ID_RSSD_PARENT,D_DT_START
3285901,3
4293408,3
4293396,3
1045923,3
3286524,3
2782551,3
1353114,3
3286476,3
2783156,3
4291909,3
1351660,3
1349902,3
1047730,3
2784591,3
3982237,3
1047879,3
3982321,3
1048465,3
1350467,3
2784685,3
1350346,3
4308852,3
4308861,3
1423101,3
4682365,3
3374690,3
1493739,3
2705578,3
2705895,3
3945474,3
929802,3
1493627,3
2706931,3
931047,3
1493140,3
2708122,3
4683988,3
4683997,3
3373059,3
1492291,3
933425,3
1492264,3
4684172,3
933966,3
934271,3
2710536,3
1493793,3
925569,3
2703172,3
5332649,3
4682392,3
920854,3
1516834,3
921178,3
1495854,3
2702223,3
1495827,3
922942,3
1495788,3
2702410,3
924713,3
4682589,3
3376452,3
2702559,3
1495229,3
923846,3
3376425,3
3945009,3
4682721,3
924236,3
3946042,3
938859,3
2712978,3
959658,3
2719427,3
5312146,3
2719454,3
3365858,3
4325279,3
957047,3
1486852,3
5311523,3
3364600,3
4323510,3
2718484,3
959715,3
1485800,3
1485547,3
4687315,3
1485499,3
1485462,3
3362923,3
3362594,3
4687762,3
1487701,3
2718345,3
4329325,3
1491230,3
940825,3
4329316,3
1491632,3
941176,3
1491490,3
2714011,3
3369043,3
1491333,3
3946640,3
3368206,3
2717094,3
946171,3
946649,3
1490112,3
2716471,3
2716640,3
3367571,3
4685919,3
949257,3
949659,3
920733,3
919942,3
2721747,3
2700500,3
3942811,3
2691185,3
895710,3
3386796,3
5336441,3
1528789,3
2691747,3
3386527,3
897639,3
2692838,3
897648,3
899428,3
3386246,3
1527111,3
900137,3
900146,3
2693291,3
901358,3
2693349,3
4675170,3
904144,3
2691064,3
3942790,3
2689315,3
889036,3
886204,3
886277,3
2685054,3
5340587,3
888141,3
2685755,3
1556250,3
1555141,3
5338959,3
4332295,3
2688729,3
2687580,3
2687795,3
889456,3
3389612,3
2688288,3
3940488,3
890144,3
890658,3
2688701,3
1526682,3
1526600,3
904256,3
2698791,3
1519835,3
913856,3
3382257,3
2698111,3
3382190,3
1519406,3
915506,3
3381915,3
915878,3
3381876,3
2697963,3
3381513,3
917050,3
3944422,3
918954,3
4682178,3
3378380,3
3944619,3
4682280,3
919719,3
1519929,3
1520028,3
1526543,3
1521454,3
1526123,3
906018,3
3384372,3
1525304,3
907958,3
4676355,3
2694298,3
5334821,3
3384019,3
3383683,3
3943528,3
3383610,3
5334474,3
2697057,3
3943461,3
4681667,3
1520505,3
912064,3
1520288,3
913034,3
1485127,3
2721895,3
4308937,3
1004845,3
1020377,3
3345430,3
1020470,3
1441329,3
1441084,3
1020706,3
3952762,3
1020742,3
1020797,3
3344732,3
3344620,3
1020975,3
1020993,3
2744933,3
3344312,3
1021084,3
1427677,3
1427659,3
1021141,3
5291090,3
1021226,3
4314947,3
1442728,3
5293665,3
4692346,3
4316594,3
3348422,3
3348011,3
4691992,3
1009541,3
2737373,3
3347809,3
3347564,3
4316400,3
1012055,3
1443873,3
3347247,3
4692421,3
3347144,3
1446623,3
4692458,3
4692551,3
5296714,3
4315823,3
1016259,3
1021253,3
3343623,3
1021374,3
4695365,3
1426876,3
1426830,3
1022009,3
1022045,3
2748995,3
3340921,3
4695310,3
4695329,3
5284814,3
1022175,3
1426915,3
4695440,3
2749330,3
2749349,3
3338861,3
3335253,3
3957909,3
1022492,3
2750103,3
1022540,3
1426906,3
3341535,3
1021383,3
1021598,3
4314068,3
1021413,3
1427396,3
3343481,3
3953693,3
1021525,3
1021543,3
1021561,3
1021589,3
2747251,3
3955286,3
1021619,3
3343070,3
1427145,3
3343034,3
2747587,3
1021815,3
3955204,3
2747765,3
3955222,3
1450219,3
1003978,3
3360273,3
3349018,3
972732,3
1479890,3
974754,3
1479470,3
2726827,3
2726845,3
1479144,3
2727217,3
1477980,3
976749,3
2727963,3
978051,3
978118,3
978323,3
978538,3
3355756,3
3355578,3
982441,3
2728625,3
1474774,3
3950094,3
2726201,3
5308523,3
971959,3
5309481,3
3359156,3
963543,3
4687968,3
964157,3
4322438,3
2722856,3
2723273,3
4688358,3
3357910,3
4322157,3
3949258,3
967877,3
5309164,3
2723938,3
969349,3
4320171,3
969741,3
969844,3
3357424,3
1480645,3
1474514,3
2728791,3
2728933,3
3351682,3
3352513,3
1468755,3
1468737,3
1468559,3
2734028,3
994471,3
4690940,3
2734149,3
3351712,3
2734439,3
4317331,3
998675,3
3350005,3
2734804,3
999739,3
3951907,3
1455643,3
3349184,3
3349148,3
3349102,3
2733263,3
3352689,3
3950106,3
3354629,3
1665899,3
983569,3
1472622,3
1472257,3
3354861,3
3950218,3
985479,3
3950227,3
985620,3
2731803,3
991256,3
3353882,3
987651,3
988153,3
3353837,3
989347,3
989730,3
5306770,3
5306499,3
990914,3
1473562,3
622439,3
2621315,3
3843628,3
3843646,3
2127022,3
230535,3
2397692,3
2126267,3
233022,3
3843749,3
3706022,3
3843860,3
3843879,3
3704596,3
4596921,3
2124731,3
2124629,3
3700084,3
236676,3
4597478,3
3843945,3
2122054,3
2121945,3
237066,3
2121543,3
237646,3
2397526,3
2128159,3
5560723,3
2128168,3
220545,3
2389978,3
2389996,3
221328,3
221476,3
221533,3
222044,3
2391270,3
223005,3
2133340,3
2133304,3
223322,3
2391784,3
3716487,3
2392923,3
2393612,3
3842984,3
225250,3
3843011,3
3715435,3
2128917,3
5551749,3
3712489,3
238241,3
2403119,3
3696440,3
4597517,3
3688623,3
2100100,3
3846487,3
3688089,3
4598064,3
4598073,3
2095185,3
251558,3
2094227,3
4598121,3
5536353,3
2412559,3
3687046,3
2088824,3
253468,3
2088208,3
2414414,3
2414478,3
4598608,3
2414553,3
2417581,3
3846629,3
4499237,3
248950,3
2409997,3
5537369,3
2111432,3
4597526,3
2404198,3
5538094,3
3695667,3
2115449,3
2115083,3
2114901,3
2407528,3
4502959,3
2408440,3
3692095,3
245977,3
2409876,3
3846357,3
2107789,3
245379,3
245557,3
2107659,3
2107640,3
3846366,3
2107305,3
4597900,3
220059,3
219576,3
3842845,3
5558430,3
5559585,3
192147,3
2164438,3
3838987,3
3839023,3
3839069,3
2367556,3
2367819,3
3839087,3
4589633,3
3723391,3
197740,3
2161165,3
5558999,3
2370770,3
2371393,3
2158633,3
2158165,3
2371807,3
200930,3
2372064,3
3722152,3
203333,3
2166731,3
190853,3
4589316,3
183743,3
4523440,3
2357463,3
3742020,3
3741649,3
3738760,3
4588122,3
2173207,3
3838259,3
2172693,3
4523002,3
4522210,3
2361880,3
184375,3
185037,3
3734753,3
2359382,3
188207,3
189549,3
2168968,3
3838491,3
190639,3
4520953,3
2374198,3
2374228,3
2139388,3
2374787,3
2142995,3
3842050,3
214106,3
4511492,3
2384508,3
2142155,3
2384713,3
2142089,3
2142070,3
214722,3
3718333,3
2385466,3
3842126,3
3717297,3
2386007,3
2387004,3
4592932,3
3842649,3
4511362,3
2388775,3
217602,3
217844,3
4593005,3
3842032,3
213248,3
2382287,3
4591382,3
2375140,3
3839920,3
2152752,3
3720457,3
4517878,3
3840029,3
207845,3
2376446,3
2149622,3
2376923,3
4517261,3
212942,3
4515388,3
3719992,3
3719590,3
211954,3
5557086,3
2146368,3
5557031,3
2379474,3
5557022,3
3718584,3
3686469,3
255136,3
2082484,3
3635319,3
328357,3
328423,3
328450,3
4481595,3
3642278,3
3867307,3
2012838,3
2461016,3
330239,3
3639698,3
4602505,3
3639616,3
3639586,3
2011859,3
3639568,3
2461315,3
2462648,3
337733,3
3637582,3
340144,3
3636316,3
2008804,3
3868201,3
4602297,3
3867183,3
4602288,3
3866382,3
308425,3
2024381,3
4601759,3
4601768,3
3864614,3
3865143,3
312824,3
313054,3
4484877,3
2022471,3
2456919,3
3643837,3
2020990,3
3866421,3
3866702,3
319551,3
4602000,3
4602019,3
2458940,3
3867099,3
3644517,3
4602242,3
3868210,3
3634835,3
5515992,3
342849,3
2464996,3
4603856,3
359874,3
2000826,3
360852,3
2000590,3
3627387,3
363358,3
2465519,3
363956,3
3627172,3
3625785,3
2466084,3
1998775,3
1998560,3
1997871,3
2466235,3
5489806,3
1996726,3
4468318,3
3622953,3
2467036,3
3871751,3
2464884,3
358738,3
358635,3
3631218,3
3634451,3
3868256,3
3868274,3
2007021,3
2006903,3
2006828,3
348551,3
4603137,3
349044,3
350938,3
3869589,3
358448,3
2004141,3
2004105,3
2004039,3
5491434,3
4603669,3
3629952,3
4603678,3
3628405,3
3627789,3
2001300,3
2027917,3
2454773,3
255154,3
3679809,3
3685435,3
2431082,3
3685051,3
2067669,3
2067119,3
3848409,3
4599548,3
2433291,3
4495015,3
2434430,3
3848436,3
2062347,3
2061407,3
272272,3
2435437,3
272469,3
2059990,3
2059981,3
4494915,3
2059945,3
4494791,3
3681035,3
3848520,3
2427665,3
2425643,3
3848267,3
260550,3
255659,3
4598738,3
2420590,3
3846638,3
3686227,3
259433,3
4498315,3
2076456,3
2076278,3
259956,3
3685789,3
262349,3
261258,3
261511,3
3848258,3
262059,3
4598961,3
4598970,3
2070584,3
2425559,3
3685631,3
2069850,3
2438616,3
2055004,3
306908,3
3848874,3
3852031,3
4600378,3
2449032,3
2037569,3
5523924,3
2037176,3
4489630,3
294751,3
2033721,3
295833,3
2452368,3
4487832,3
300009,3
2032519,3
300960,3
3856066,3
4601142,3
2453114,3
2031455,3
303952,3
4601526,3
305835,3
4601562,3
291844,3
3851995,3
2447551,3
2051127,3
5532476,3
3848959,3
278153,3
2052601,3
2052209,3
3671960,3
2052076,3
2051592,3
282075,3
2051136,3
2441885,3
4600332,3
2048734,3
5531125,3
2443133,3
2443478,3
3851249,3
4600145,3
2443692,3
4600314,3
289971,3
2039291,3
5560705,3
2176785,3
2621294,3
2324997,3
58609,3
60330,3
61001,3
61355,3
2326982,3
3790469,3
3822249,3
4528641,3
2261935,3
3790393,3
63733,3
3790272,3
3790245,3
66015,3
4558965,3
67151,3
3823321,3
4528146,3
2261038,3
4559047,3
3823826,3
3823862,3
2260376,3
58056,3
3821372,3
2177353,3
4557342,3
2323048,3
3792409,3
3816547,3
3817281,3
49344,3
49362,3
5590953,3
52531,3
2323299,3
52643,3
4529956,3
52755,3
2323655,3
3818578,3
2266181,3
4556710,3
2265867,3
4529693,3
54218,3
54544,3
3819070,3
3821309,3
3790629,3
3789986,3
3823965,3
2259633,3
70638,3
5585696,3
2256221,3
81634,3
2333654,3
83254,3
86228,3
4559926,3
2255569,3
2255466,3
87234,3
2255381,3
2255372,3
87579,3
2255354,3
4559962,3
3825585,3
2337045,3
2337054,3
4560342,3
2337081,3
2337090,3
89975,3
2337401,3
2256520,3
3824917,3
78148,3
3824346,3
2259615,3
2259530,3
2330475,3
3823983,3
71318,3
2330774,3
72632,3
4559319,3
73947,3
2332536,3
4559403,3
3824515,3
75026,3
2258506,3
3824373,3
4559449,3
3824403,3
5585856,3
4559485,3
3824449,3
2257228,3
2257116,3
45560,3
43511,3
3793134,3
2289706,3
2293516,3
3807134,3
9807,3
9955,3
10232,3
2293141,3
10755,3
10858,3
3811953,3
2292087,3
3802858,3
2291651,3
3802568,3
17110,3
4550129,3
2307486,3
18078,3
2291295,3
4534857,3
2290560,3
2309967,3
2289827,3
3800724,3
2293655,3
3807152,3
6039,3
3533,3
2299992,3
505,3
2301868,3
608,3
2301907,3
2299040,3
3808122,3
2298173,3
2040,3
3808944,3
2297028,3
4535809,3
3807835,3
2296889,3
4923,3
2303808,3
5210,3
3807198,3
3807170,3
5461,3
2303929,3
2303947,3
2310187,3
2289546,3
5592546,3
19422,3
2280431,3
34452,3
35824,3
36830,3
37051,3
4554266,3
2319658,3
3793657,3
4554426,3
4554444,3
39420,3
39475,3
39747,3
2272959,3
40042,3
3793497,3
2271354,3
4530671,3
41629,3
2270768,3
2321802,3
5592564,3
5592555,3
33772,3
3793808,3
2281148,3
3813443,3
2288820,3
2311401,3
2288606,3
20044,3
3800032,3
3800023,3
2312211,3
2312837,3
3799752,3
2287618,3
3799369,3
2317597,3
24006,3
4552543,3
28013,3
2316479,3
2284000,3
2283852,3
3797066,3
2283740,3
2282510,3
2317300,3
3786145,3
91156,3
91727,3
2194976,3
3833003,3
152431,3
3762411,3
2206897,3
3833526,3
3833834,3
3834288,3
3834701,3
4524308,3
155441,3
155704,3
4524287,3
2199083,3
4524278,3
4579054,3
158947,3
159056,3
2351359,3
4524205,3
2351939,3
2351966,3
2196363,3
4584610,3
151957,3
151818,3
150576,3
4524380,3
2348500,3
3832211,3
142049,3
3766727,3
2224314,3
145152,3
3832583,3
3766192,3
4567725,3
2217660,3
148032,3
3832864,3
2216814,3
148135,3
148809,3
3765850,3
4569505,3
3765618,3
2212599,3
3832846,3
2349516,3
150035,3
3835173,3
161527,3
139740,3
4584777,3
3746635,3
2184904,3
2184744,3
174143,3
2356082,3
2184575,3
2184333,3
176053,3
176464,3
3837962,3
177751,3
2181462,3
2181202,3
3744239,3
2356886,3
178356,3
178507,3
2180045,3
179214,3
179700,3
179876,3
2177906,3
2177867,3
173557,3
173454,3
172961,3
2192758,3
2193906,3
2352507,3
4524081,3
4585000,3
2193410,3
2193399,3
3835360,3
2193308,3
4524045,3
2192776,3
4585671,3
2186186,3
2192356,3
165806,3
3754005,3
167453,3
168366,3
3753884,3
169073,3
169840,3
171348,3
5562213,3
3832202,3
3832181,3
2253565,3
3780095,3
2339665,3
2249045,3
2249018,3
2249009,3
2340036,3
102744,3
2340335,3
2248589,3
3828728,3
3828737,3
3828746,3
104449,3
105053,3
105156,3
3828755,3
3828764,3
3780956,3
3828773,3
4527046,3
3780657,3
3780228,3
3780170,3
5581616,3
102342,3
2339656,3
101738,3
3828595,3
3827981,3
91969,3
3828009,3
93057,3
3828018,3
4560892,3
3828027,3
3828045,3
3828120,3
2252894,3
2338819,3
3828719,3
98744,3
99004,3
2251767,3
2339058,3
4527215,3
3828698,3
2339526,3
2339535,3
3828700,3
2339562,3
3780152,3
4526311,3
2226484,3
113656,3
4564993,3
4525079,3
3831456,3
126768,3
3776959,3
3776931,3
3776913,3
128146,3
3831625,3
130345,3
131418,3
2344977,3
4565431,3
2344986,3
4524531,3
133579,3
133636,3
2230249,3
2229588,3
3832033,3
134905,3
136048,3
2227182,3
4564948,3
123440,3
2235440,3
2239747,3
3779688,3
2242970,3
3779642,3
2242626,3
5581438,3
2242103,3
2342085,3
3779585,3
3779567,3
3779530,3
2239699,3
3831326,3
117430,3
3779512,3
3779473,3
3779370,3
2238843,3
3779071,3
2237118,3
3831269,3
2236586,3
121558,3
369967,3
370730,3
1994647,3
4626864,3
3919877,3
628879,3
1858794,3
5440133,3
630210,3
1857948,3
5438073,3
4628363,3
4628372,3
2571166,3
5434141,3
5432129,3
2571652,3
633378,3
3920864,3
3922297,3
1856231,3
4628701,3
1854303,3
1854219,3
4628710,3
3922420,3
4628729,3
628235,3
4387987,3
371652,3
3919756,3
3488300,3
3918601,3
616410,3
3488234,3
3487965,3
1862960,3
3487871,3
3487844,3
3487367,3
4389329,3
2567404,3
622653,3
3486614,3
4388274,3
1860274,3
623838,3
2568278,3
3485103,3
3919710,3
3919729,3
4388201,3
1859410,3
5443938,3
4386252,3
3922466,3
636548,3
636575,3
1848320,3
3476615,3
5427013,3
3924125,3
645465,3
3924134,3
3924291,3
3474835,3
646453,3
647218,3
647254,3
647553,3
5426490,3
1845280,3
3472680,3
651756,3
651859,3
1845048,3
653330,3
3926848,3
3471030,3
1843455,3
656359,3
5427303,3
3924107,3
3923735,3
2574381,3
1852756,3
636959,3
637170,3
4385862,3
1851151,3
1851106,3
3923164,3
3923614,3
4385778,3
4385769,3
639754,3
642437,3
2574457,3
2574886,3
1849309,3
640451,3
2575052,3
3923726,3
5427929,3
641515,3
1848852,3
642370,3
614957,3
613679,3
613343,3
2554963,3
1890169,3
1889846,3
4622008,3
1889529,3
3536407,3
4622017,3
4622062,3
1886890,3
1886872,3
588245,3
589046,3
3530423,3
1886078,3
589943,3
590248,3
3528194,3
591825,3
2550675,3
2551702,3
3528112,3
2552325,3
2552633,3
3914461,3
2539232,3
3913156,3
2539072,3
3546787,3
3547869,3
5473346,3
569543,3
4410933,3
1896219,3
1895249,3
3912533,3
4410885,3
3547122,3
1894121,3
574743,3
2538664,3
3546639,3
1893375,3
1893339,3
2538020,3
1892556,3
4409357,3
3546460,3
579364,3
4621896,3
580043,3
2553715,3
3916090,3
613334,3
593865,3
3917761,3
2560768,3
4624525,3
3498907,3
606475,3
3498859,3
2562650,3
4394341,3
1866306,3
3489419,3
609609,3
610771,3
3488823,3
2565950,3
611844,3
612720,3
3488739,3
612841,3
612908,3
4392664,3
613156,3
613213,3
1864638,3
2560665,3
3499418,3
1871618,3
1878729,3
594134,3
3521403,3
4400569,3
595140,3
4623144,3
3916782,3
598534,3
1881149,3
3916849,3
3916867,3
3503427,3
2560263,3
3917284,3
601564,3
602169,3
1876462,3
602235,3
602972,3
1875362,3
603540,3
4624235,3
4398433,3
3927078,3
1843017,3
657918,3
719450,3
1758803,3
3931794,3
2605249,3
2606321,3
2607681,3
4644055,3
716347,3
716374,3
716413,3
2608419,3
716833,3
3932027,3
4644297,3
1686607,3
718079,3
4362564,3
2609377,3
2609555,3
1686326,3
1686317,3
1686296,3
719003,3
4357252,3
3458657,3
4365592,3
3931749,3
3462494,3
2600477,3
1825581,3
700430,3
701259,3
1824137,3
3463334,3
703039,3
5419474,3
703440,3
703552,3
1821695,3
2603991,3
1821480,3
1821462,3
3462485,3
1821060,3
2603245,3
4640888,3
1820764,3
704906,3
2603450,3
5410574,3
3455432,3
1684582,3
698649,3
5403820,3
3453063,3
4351429,3
1667222,3
2616861,3
2618061,3
2618098,3
3932232,3
2618128,3
3451854,3
731724,3
2618454,3
1666878,3
1666832,3
732459,3
732570,3
732758,3
2619143,3
734248,3
735852,3
736550,3
1666243,3
3932399,3
1666083,3
2615770,3
728452,3
728265,3
1669329,3
1684265,3
1680810,3
4353049,3
1680575,3
721800,3
3454716,3
3454239,3
1675683,3
1675254,3
3454172,3
1668649,3
2615220,3
5401947,3
5401938,3
1667932,3
1667905,3
2614148,3
726953,3
727110,3
3932184,3
2614894,3
727473,3
699637,3
3931637,3
1842944,3
4637682,3
3929791,3
3465833,3
2583543,3
671754,3
672537,3
3465767,3
4636603,3
672836,3
1839971,3
1839823,3
3929885,3
1839766,3
2584166,3
1839373,3
1839270,3
3929979,3
3930014,3
2587411,3
674858,3
2589385,3
3465598,3
3465589,3
5423220,3
4636425,3
3466081,3
4636416,3
1842252,3
4636126,3
3927649,3
3469840,3
3469813,3
1842551,3
3927881,3
3469345,3
5424722,3
3468535,3
663834,3
5424638,3
4636386,3
4636292,3
1842177,3
3467284,3
3467136,3
4636331,3
667216,3
668745,3
5424320,3
669872,3
3466371,3
3930126,3
1838068,3
697008,3
1837490,3
1832093,3
690045,3
3464920,3
2597698,3
691707,3
3464313,3
1831498,3
1831201,3
1831144,3
4638595,3
2598248,3
1830660,3
1830473,3
1830464,3
695107,3
1830174,3
4638661,3
695554,3
1829806,3
1829486,3
695901,3
696056,3
1827905,3
1832749,3
689740,3
689302,3
3930256,3
3465543,3
677176,3
2590961,3
2591258,3
1836233,3
3465495,3
679826,3
3465477,3
681669,3
2591593,3
682376,3
1832909,3
5422326,3
4369732,3
1834172,3
683908,3
3465169,3
3465150,3
2594035,3
3930283,3
5421682,3
2596721,3
568470,3
567231,3
1898464,3
2490548,3
4608619,3
3897368,3
3897377,3
439338,3
442002,3
2487650,3
1952898,3
4609081,3
3597864,3
4609166,3
4609223,3
4609326,3
1951891,3
444127,3
1951369,3
445423,3
446877,3
447100,3
3596148,3
449971,3
2490164,3
3899250,3
1947045,3
4608600,3
437642,3
436953,3
4608226,3
426534,3
3602281,3
3887323,3
5482348,3
2481229,3
4608196,3
3602085,3
428752,3
2483120,3
3601837,3
430278,3
2485290,3
3601480,3
4456203,3
433251,3
3600885,3
1958434,3
4608422,3
2484538,3
435349,3
435750,3
1956449,3
451602,3
453446,3
424240,3
4609867,3
463203,3
463342,3
3590687,3
4610564,3
3590388,3
4442729,3
465618,3
1933927,3
2494694,3
465775,3
4442523,3
4610836,3
3589560,3
1932984,3
3589261,3
467733,3
468749,3
3902123,3
469054,3
4611084,3
2495963,3
2495972,3
3589083,3
4442952,3
3591611,3
2493316,3
457547,3
4446204,3
3899915,3
3900183,3
4444808,3
3593950,3
3900240,3
455972,3
1943917,3
2491545,3
1942732,3
458450,3
2492485,3
2492001,3
3593183,3
460341,3
1940710,3
1940680,3
3900482,3
461058,3
4610434,3
1939741,3
1939648,3
3602311,3
4608057,3
1930010,3
2472508,3
1988392,3
4606361,3
1988141,3
1988114,3
2471239,3
382050,3
2471743,3
382069,3
2471985,3
4606398,3
384214,3
384652,3
1986651,3
1986455,3
1986156,3
4464217,3
5487950,3
1985216,3
388155,3
1983593,3
3880418,3
4606679,3
1982457,3
4464833,3
4606286,3
380533,3
374345,3
3621778,3
1992661,3
1992483,3
3618545,3
373115,3
4604899,3
1992072,3
1992063,3
3876792,3
2468314,3
375708,3
3879832,3
1989979,3
2469245,3
375735,3
5488706,3
3615414,3
3879542,3
378017,3
378857,3
2470399,3
4605869,3
390505,3
4462688,3
3603877,3
2473484,3
412032,3
1974443,3
3606364,3
3606298,3
3882261,3
4607676,3
4607694,3
415677,3
3882270,3
3605723,3
1970418,3
4607984,3
1969748,3
419675,3
422255,3
4608020,3
1969234,3
3604315,3
3604007,3
423234,3
4458971,3
4608048,3
424071,3
3607026,3
410355,3
3607941,3
399142,3
3611238,3
4606905,3
395836,3
397111,3
2474931,3
4606978,3
3880548,3
3880557,3
398716,3
2475358,3
400365,3
2477790,3
4607292,3
3882195,3
1976728,3
3608199,3
404420,3
2476869,3
4459839,3
4607416,3
4459811,3
406125,3
2496335,3
4611534,3
1898576,3
5476570,3
539340,3
5476879,3
541307,3
541679,3
1910991,3
1910692,3
3910977,3
1910647,3
1910599,3
3559198,3
4418519,3
3558445,3
1908916,3
1908680,3
5476600,3
547653,3
1908381,3
548333,3
548351,3
2528450,3
549938,3
3556030,3
1907937,3
3910641,3
3910502,3
4419057,3
2521741,3
5477205,3
5477193,3
4422011,3
2520575,3
3909542,3
3909560,3
4618270,3
2520605,3
529677,3
2521509,3
1913714,3
538316,3
530655,3
3909962,3
5477090,3
1913536,3
4421210,3
3566570,3
2523428,3
3910324,3
2524797,3
2525048,3
1907928,3
551016,3
1916210,3
2529635,3
5475694,3
2534068,3
3549694,3
5474129,3
564454,3
4413167,3
3548969,3
1902110,3
1902080,3
1901748,3
4412218,3
1901243,3
2535579,3
5473908,3
3548295,3
1900581,3
2536204,3
1900143,3
4621449,3
2536642,3
566908,3
1899041,3
1898754,3
2533922,3
1903283,3
1904815,3
2531544,3
4620778,3
1907254,3
4620787,3
4620796,3
4620808,3
3552108,3
4620817,3
2531049,3
3551361,3
2531245,3
2531599,3
1904963,3
554848,3
3551174,3
556945,3
2532288,3
557616,3
4621001,3
557803,3
558172,3
2532662,3
559115,3
527150,3
4422703,3
2496344,3
1922976,3
4438366,3
4437426,3
489128,3
2505031,3
2505433,3
1924064,3
489548,3
3586411,3
2506805,3
490348,3
1923928,3
3586402,3
493059,3
3585656,3
497039,3
3585366,3
497972,3
3584882,3
3584828,3
501459,3
501758,3
4614674,3
3584417,3
1924617,3
5479197,3
2503608,3
1926527,3
471945,3
3588880,3
2497734,3
2499082,3
475242,3
476445,3
3587511,3
477321,3
4439279,3
3587427,3
2501798,3
1924783,3
479839,3
3587100,3
482848,3
482950,3
483171,3
2502599,3
3903737,3
1924859,3
1924840,3
5479218,3
3904248,3
2509374,3
3908965,3
4615167,3
1919659,3
4616025,3
4432739,3
3908303,3
2513830,3
1918513,3
4616146,3
519436,3
1918045,3
3575264,3
3908817,3
522753,3
4616799,3
5477317,3
523563,3
5477308,3
5477296,3
2515384,3
3908929,3
525352,3
3572834,3
4617022,3
2516970,3
5477465,3
4616016,3
514909,3
3580941,3
507068,3
507152,3
4434443,3
3582646,3
1921942,3
508168,3
508346,3
1921773,3
508618,3
509512,3
3580660,3
1919873,3
3905151,3
511739,3
1920806,3
513247,3
1920691,3
514066,3
2511676,3
4615961,3
514132,3
1919921,3
1054626,3
2750813,3
2962513,3
4718817,3
4240886,3
1130771,3
4208813,3
1239665,3
3197602,3
3197255,3
4835264,3
2876179,3
1097427,3
3995835,3
3197198,3
3134166,3
4051309,3
4051297,3
4208037,3
2876012,3
1067532,3
1097502,3
3995394,3
5124358,3
1067617,3
2873486,3
1239870,3
1067662,3
5120248,3
3197732,3
3197778,3
2875453,3
1130829,3
4718723,3
1239731,3
1130810,3
1239580,3
1068342,3
1130696,3
5117024,3
1239414,3
1239405,3
1239393,3
4236759,3
1179332,3
1115808,3
3196427,3
1239553,3
1130472,3
1069732,3
4833680,3
4719001,3
1130436,3
1201989,3
4210030,3
4950112,3
1202061,3
3197107,3
4718965,3
1210776,3
4950091,3
3197134,3
2876544,3
4238221,3
1239508,3
1130575,3
1115648,3
1179202,3
4238696,3
1130623,3
1130650,3
1067541,3
2873039,3
3195765,3
1240335,3
1177404,3
4715973,3
4051895,3
4948968,3
1067242,3
1131086,3
1067260,3
4051907,3
3200230,3
2869676,3
1067327,3
4028860,3
2871017,3
2871790,3
3200780,3
1131161,3
2872863,3
1131170,3
1097883,3
4242107,3
1210422,3
1177217,3
3082100,3
3133392,3
2868932,3
3133543,3
1067149,3
5126549,3
4011330,3
2869153,3
1115282,3
1240429,3
4051756,3
4051671,3
4718134,3
2966182,3
1178380,3
4028897,3
2966548,3
1240027,3
3198999,3
1130874,3
2966098,3
1097726,3
1178568,3
2922124,3
4836663,3
1130865,3
1067514,3
1097511,3
1115433,3
1067493,3
1178353,3
1240072,3
2922348,3
2966735,3
1115406,3
3199165,3
1067439,3
1097575,3
3043008,3
1178223,3
5003426,3
2922526,3
1067354,3
4051617,3
1178072,3
1179695,3
1070318,3
1230176,3
1071511,3
1238556,3
3191730,3
3996551,3
1129935,3
3996560,3
4720744,3
1071520,3
4048952,3
2883944,3
3191440,3
4234326,3
3191329,3
1117857,3
1229956,3
4234568,3
4234595,3
1071098,3
1238677,3
3193033,3
1238716,3
1071221,3
4010119,3
1238686,3
1117772,3
1117811,3
1129962,3
1180824,3
1096822,3
3996159,3
4048989,3
3047163,3
3047172,3
2918145,3
3996636,3
3047583,3
1071904,3
1129720,3
1201541,3
1230091,3
1118377,3
1129672,3
5060027,3
3188860,3
1181474,3
1096381,3
1096345,3
1072004,3
2953128,3
5112467,3
3137279,3
1071829,3
1238172,3
1238181,3
3996654,3
2887652,3
3077900,3
1096475,3
3078158,3
1129793,3
3189894,3
1071744,3
4967530,3
3137158,3
3190023,3
1181625,3
1181616,3
4963934,3
1096868,3
1071089,3
1239236,3
2963510,3
1130379,3
1201886,3
1239094,3
3195662,3
5115972,3
4032906,3
1239058,3
2952541,3
4749969,3
1097119,3
3044676,3
1070783,3
4749941,3
1201822,3
1070484,3
4953346,3
4212436,3
2920867,3
1239227,3
4951267,3
3079968,3
2879581,3
3079829,3
3079306,3
1239160,3
4998431,3
1239151,3
2963556,3
1097285,3
1070466,3
4236366,3
1097221,3
1097100,3
1130315,3
4719748,3
3045918,3
1130128,3
1223217,3
1070970,3
1238837,3
2919704,3
2882282,3
1096925,3
1218446,3
2882303,3
4720146,3
1225752,3
1096916,3
3194861,3
3995974,3
1201765,3
3195233,3
3135510,3
2919722,3
4235958,3
1070934,3
1201774,3
4049678,3
1180721,3
1130191,3
1238930,3
3045440,3
1097098,3
3195297,3
1117491,3
3195448,3
1117482,3
1240504,3
4052119,3
2951236,3
4053862,3
2858401,3
1065024,3
2970572,3
1065042,3
3210613,3
2858429,3
1242218,3
1065015,3
1133026,3
1099092,3
1202753,3
3210574,3
3084962,3
1099074,3
1112469,3
1133080,3
1111967,3
